"","symbol","NMF.rank","MMF.localization","SAFE.domain","SAFE.localization","Entrez","BioGRID","HGNC","RefSeq","UniProt","Approved","Suggested.Symbol"
"711","CLDN1",11,"plasma membrane","20","cell junction, plasma membrane",9076,114533,"HGNC:2032","NM_021101","O95832",TRUE,"CLDN1"
"712","CLEC16A",20,"early endosome, recycling endosome","18","endosome, lysosome",23274,116875,"HGNC:29013","NM_015226","Q2KHT3",TRUE,"CLEC16A"
"713","CLGN",3,"ER membrane","19","nuclear outer membrane-ER membrane network",1047,107477,"HGNC:2060","NM_004362","O14967",TRUE,"CLGN"
"714","CLINT1",7,"endosome, lysosome","18","endosome, lysosome",9685,115038,"HGNC:23186","NM_014666","Q14677",TRUE,"CLINT1"
"715","CLIP1",17,"microtubule cytoskeleton","15","microtubule cytoskeleton",6249,112163,"HGNC:10461","NM_002956","P30622",TRUE,"CLIP1"
"716","CLMN",15,"nuclear outer membrane-ER membrane network","1","no prediction",79789,122889,"HGNC:19972","NM_024734","Q96JQ2",TRUE,"CLMN"
"717","CLN6",9,"nucleoplasm","-","-",54982,120318,"HGNC:2077","NM_017882","Q9NWW5",TRUE,"CLN6"
"718","CLN8",3,"ER membrane","19","nuclear outer membrane-ER membrane network",2055,108369,"HGNC:2079","NM_018941","Q9UBY8",TRUE,"CLN8"
"719","CLNS1A",11,"plasma membrane","1","no prediction",1207,107617,"HGNC:2080","NM_001293","P54105",TRUE,"CLNS1A"
"720","CLP1",19,"miscellaneous","22","chromatin, nucleoplasm",10978,116174,"HGNC:16999","NM_006831","Q92989",TRUE,"CLP1"
"721","CLPB",18,"mitochondrial inner membrane, mitochondrial intermembrane space","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",81570,123531,"HGNC:30664","NM_030813","Q9H078",TRUE,"CLPB"
"722","CLPP",4,"mitochondrial matrix","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",8192,113835,"HGNC:2084","NM_006012","Q16740",TRUE,"CLPP"
"723","CLPTM1",15,"nuclear outer membrane-ER membrane network","19","nuclear outer membrane-ER membrane network",1209,107619,"HGNC:2087","NM_001294","O96005",TRUE,"CLPTM1"
"724","CLPTM1L",6,"ER lumen","4","ER lumen",81037,123354,"HGNC:24308","NM_030782","Q96KA5",TRUE,"CLPTM1L"
"725","CLPX",4,"mitochondrial matrix","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",10845,116056,"HGNC:2088","NM_006660","O76031",TRUE,"CLPX"
"726","CLSPN",10,"nuclear body","1","no prediction",63967,122015,"HGNC:19715","NM_022111","Q9HAW4",TRUE,"CLSPN"
"727","CLTC",5,"actin cytoskeleton, cytosol","1","no prediction",1213,107623,"HGNC:2092","NM_004859","Q00610",TRUE,"CLTC"
"728","CLTCL1",5,"actin cytoskeleton, cytosol","6","clathrin coat",8218,113854,"HGNC:2093","NM_007098","P53675",TRUE,"CLTCL1"
"729","CLUH",4,"mitochondrial matrix","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",23277,116878,"HGNC:29094","NM_015229","O75153",TRUE,"CLUH"
"730","CMAS",2,"chromatin","22","chromatin, nucleoplasm",55907,120993,"HGNC:18290","NM_018686","Q8NFW8",TRUE,"CMAS"
"731","CMC4",18,"mitochondrial inner membrane, mitochondrial intermembrane space","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",100272147,938528,"HGNC:35428","NM_001018024.2","P56277",TRUE,"CMC4"
"732","CMPK1",19,"miscellaneous","-","-",51727,119700,"HGNC:18170","NM_016308","P30085",TRUE,"CMPK1"
"733","CMSS1",8,"nucleolus","3","splicing speckles, nucleolus",84319,124045,"HGNC:28666","NM_032359","Q9BQ75",TRUE,"CMSS1"
"734","CMTR1",2,"chromatin","22","chromatin, nucleoplasm",23070,116703,"HGNC:21077","NM_015050","Q8N1G2",TRUE,"CMTR1"
"735","CNDP2",19,"miscellaneous","12","anaphase-promoting complex, kinesin complex",55748,120866,"HGNC:24437","NM_018235","Q96KP4",TRUE,"CNDP2"
"736","CNIH4",9,"nucleoplasm","-","-",29097,118865,"HGNC:25013","NM_014184","Q9P003",TRUE,"CNIH4"
"737","CNN2",5,"actin cytoskeleton, cytosol","20","cell junction, plasma membrane",1265,107665,"HGNC:2156","NM_004368","Q99439",TRUE,"CNN2"
"738","CNN3",5,"actin cytoskeleton, cytosol","20","cell junction, plasma membrane",1266,107666,"HGNC:2157","NM_001839","Q15417",TRUE,"CNN3"
"739","CNNM2",1,"cell junction","1","no prediction",54805,120162,"HGNC:103","NM_017649","Q9H8M5",TRUE,"CNNM2"
"740","CNNM3",11,"plasma membrane","20","cell junction, plasma membrane",26505,117712,"HGNC:104","NM_017623","Q8NE01",TRUE,"CNNM3"
"741","CNNM4",11,"plasma membrane","20","cell junction, plasma membrane",26504,117711,"HGNC:105","NM_020184","Q6P4Q7",TRUE,"CNNM4"
"742","CNOT1",16,"cytoplasmic ribonucleoprotein granule","1","no prediction",23019,116660,"HGNC:7877","NM_016284","A5YKK6",TRUE,"CNOT1"
"743","CNOT10",12,"centrosome","-","-",25904,117411,"HGNC:23817","NM_015442","Q9H9A5",TRUE,"CNOT10"
"744","CNOT2",16,"cytoplasmic ribonucleoprotein granule","13","cytoplasmic ribonucleoprotein granule",4848,110910,"HGNC:7878","NM_001199302","Q9NZN8",TRUE,"CNOT2"
"745","CNOT3",16,"cytoplasmic ribonucleoprotein granule","13","cytoplasmic ribonucleoprotein granule",4849,110911,"HGNC:7879","NM_014516","O75175",TRUE,"CNOT3"
"746","CNP",11,"plasma membrane","20","cell junction, plasma membrane",1267,107667,"HGNC:2158","NM_001330216","P09543",TRUE,"CNP"
"747","CNPY2",6,"ER lumen","4","ER lumen",10330,115613,"HGNC:13529","NM_014255","Q9Y2B0",TRUE,"CNPY2"
"748","CNPY3",6,"ER lumen","4","ER lumen",10695,115934,"HGNC:11968","NM_006586","Q9BT09",TRUE,"CNPY3"
"749","CNTLN",12,"centrosome","10","centrosome",54875,120223,"HGNC:23432","NM_017738","Q9NXG0",TRUE,"CNTLN"
"750","CNTROB",12,"centrosome","14","centrosome enriched, P-body enriched",116840,125533,"HGNC:29616","NM_053051","Q8N137",TRUE,"CNTROB"
"751","COA7",18,"mitochondrial inner membrane, mitochondrial intermembrane space","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",65260,122417,"HGNC:25716","NM_023077","Q96BR5",TRUE,"COA7"
"752","COBL",5,"actin cytoskeleton, cytosol","1","no prediction",23242,116846,"HGNC:22199","NM_015198","O75128",TRUE,"COBL"
"753","COBLL1",5,"actin cytoskeleton, cytosol","1","no prediction",22837,116511,"HGNC:23571","NM_014900","Q53SF7",TRUE,"COBLL1"
"754","COCH",6,"ER lumen","4","ER lumen",1690,108051,"HGNC:2180","NM_004086","O43405",TRUE,"COCH"
"755","COG1",14,"Golgi apparatus","1","no prediction",9382,114783,"HGNC:6545","NM_018714","Q8WTW3",TRUE,"COG1"
"756","COG2",14,"Golgi apparatus","1","no prediction",22796,116477,"HGNC:6546","NM_007357","Q14746",TRUE,"COG2"
"757","COG3",14,"Golgi apparatus","9","Golgi apparatus",83548,123680,"HGNC:18619","NM_031431","Q96JB2",TRUE,"COG3"
"758","COG4",14,"Golgi apparatus","9","Golgi apparatus",25839,117365,"HGNC:18620","NM_001195139","Q9H9E3",TRUE,"COG4"
"759","COG5",14,"Golgi apparatus","1","no prediction",10466,115729,"HGNC:14857","NM_001161520","Q9UP83",TRUE,"COG5"
"760","COG7",5,"actin cytoskeleton, cytosol","20","cell junction, plasma membrane",91949,124896,"HGNC:18622","NM_153603","P83436",TRUE,"COG7"
"761","COIL",8,"nucleolus","3","splicing speckles, nucleolus",8161,113815,"HGNC:2184","NM_004645","P38432",TRUE,"COIL"
"762","COL14A1",6,"ER lumen","4","ER lumen",7373,113219,"HGNC:2191","NM_021110","Q05707",TRUE,"COL14A1"
"763","COL18A1",6,"ER lumen","4","ER lumen",80781,123311,"HGNC:2195","NM_030582","P39060",TRUE,"COL18A1"
"764","COL4A3BP",14,"Golgi apparatus","9","Golgi apparatus",10087,115396,"HGNC:2205","NM_005713","Q9Y5P4",FALSE,"CERT1"
"765","COL6A1",6,"ER lumen","4","ER lumen",1291,107688,"HGNC:2211","NM_001848","P12109",TRUE,"COL6A1"
"766","COLEC12",20,"early endosome, recycling endosome","18","endosome, lysosome",81035,123353,"HGNC:16016","NM_130386","Q5KU26",TRUE,"COLEC12"
"767","COLGALT1",6,"ER lumen","4","ER lumen",79709,122826,"HGNC:26182","NM_024656","Q8NBJ5",TRUE,"COLGALT1"
"768","COMMD8",19,"miscellaneous","-","-",54951,120289,"HGNC:26036","NM_017845","Q9NX08",TRUE,"COMMD8"
"769","COMTD1",13,"mitochondrial outer membrane, peroxisome","2","mitochondrial outer membrane, peroxisome",118881,125625,"HGNC:26309","NM_144589","Q86VU5",TRUE,"COMTD1"
"770","COPA",14,"Golgi apparatus","-","-",1314,107709,"HGNC:2230","NM_004371","P53621",TRUE,"COPA"
"771","COPB1",14,"Golgi apparatus","9","Golgi apparatus",1315,107710,"HGNC:2231","NM_016451","P53618",TRUE,"COPB1"
"772","COPB2",14,"Golgi apparatus","9","Golgi apparatus",9276,114693,"HGNC:2232","NM_004766","P35606",TRUE,"COPB2"
"773","COPE",14,"Golgi apparatus","9","Golgi apparatus",11316,116447,"HGNC:2234","NM_007263","O14579",TRUE,"COPE"
"774","COPG1",14,"Golgi apparatus","9","Golgi apparatus",22820,116496,"HGNC:2236","NM_016128","Q9Y678",TRUE,"COPG1"
"775","COPG2",14,"Golgi apparatus","9","Golgi apparatus",26958,117926,"HGNC:2237","NM_012133","Q9UBF2",TRUE,"COPG2"
"776","COQ3",4,"mitochondrial matrix","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",51805,119731,"HGNC:18175","NM_017421","Q9NZJ6",TRUE,"COQ3"
"777","COQ5",4,"mitochondrial matrix","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",84274,124001,"HGNC:28722","NM_032314","Q5HYK3",TRUE,"COQ5"
"778","COQ6",4,"mitochondrial matrix","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",51004,119212,"HGNC:20233","NM_182476","Q9Y2Z9",TRUE,"COQ6"
"779","COQ8A",4,"mitochondrial matrix","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",56997,121312,"HGNC:16812","NM_020247","Q8NI60",TRUE,"COQ8A"
"780","CORO1C",5,"actin cytoskeleton, cytosol","7","actin cytoskeleton",23603,117136,"HGNC:2254","NM_014325","Q9ULV4",TRUE,"CORO1C"
"781","CORO7",5,"actin cytoskeleton, cytosol","17","Arp2/3 protein complex",79585,122728,"HGNC:26161","NM_024535","P57737",TRUE,"CORO7"
"782","CORO7-PAM16",4,"mitochondrial matrix","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",100529144,1529373,"HGNC:44424","NM_001201479","",TRUE,"CORO7-PAM16"
"783","COX11",18,"mitochondrial inner membrane, mitochondrial intermembrane space","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",1353,107746,"HGNC:2261","NM_004375","Q9Y6N1",TRUE,"COX11"
"784","COX15",18,"mitochondrial inner membrane, mitochondrial intermembrane space","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",1355,107747,"HGNC:2263","NM_078470","Q7KZN9",TRUE,"COX15"
"785","COX16",18,"mitochondrial inner membrane, mitochondrial intermembrane space","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",51241,119401,"HGNC:20213","NM_016468","Q9P0S2",TRUE,"COX16"
"786","COX19",18,"mitochondrial inner membrane, mitochondrial intermembrane space","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",90639,124748,"HGNC:28074","NM_001031617","Q49B96",TRUE,"COX19"
"787","COX2",18,"mitochondrial inner membrane, mitochondrial intermembrane space","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",NA,NA,"","","",FALSE,"MT-CO2 /// PTGS2"
"788","COX4I1",18,"mitochondrial inner membrane, mitochondrial intermembrane space","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",1327,107720,"HGNC:2265","NM_001861","P13073",TRUE,"COX4I1"
"789","COX5A",18,"mitochondrial inner membrane, mitochondrial intermembrane space","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",9377,114778,"HGNC:2267","NM_004255","P20674",TRUE,"COX5A"
"790","COX5B",4,"mitochondrial matrix","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",1329,107722,"HGNC:2269","NM_001862","P10606",TRUE,"COX5B"
"791","COX6B1",18,"mitochondrial inner membrane, mitochondrial intermembrane space","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",1340,107733,"HGNC:2280","NM_001863","P14854",TRUE,"COX6B1"
"792","COX6C",18,"mitochondrial inner membrane, mitochondrial intermembrane space","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",1345,107738,"HGNC:2285","NM_004374","P09669",TRUE,"COX6C"
"793","COX7A2L",18,"mitochondrial inner membrane, mitochondrial intermembrane space","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",9167,114608,"HGNC:2289","NM_004718","O14548",TRUE,"COX7A2L"
"794","CPD",14,"Golgi apparatus","18","endosome, lysosome",1362,107754,"HGNC:2301","NM_001304","O75976",TRUE,"CPD"
"795","CPEB4",16,"cytoplasmic ribonucleoprotein granule","13","cytoplasmic ribonucleoprotein granule",80315,123228,"HGNC:21747","NM_030627","Q17RY0",TRUE,"CPEB4"
"796","CPNE3",11,"plasma membrane","20","cell junction, plasma membrane",8895,114412,"HGNC:2316","NM_003909","O75131",TRUE,"CPNE3"
"797","CPNE8",1,"cell junction","20","cell junction, plasma membrane",144402,126848,"HGNC:23498","NM_153634","Q86YQ8",TRUE,"CPNE8"
"798","CPOX",18,"mitochondrial inner membrane, mitochondrial intermembrane space","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",1371,107763,"HGNC:2321","NM_000097","P36551",TRUE,"CPOX"
"799","CPSF3",5,"actin cytoskeleton, cytosol","1","no prediction",51692,119680,"HGNC:2326","NM_016207","Q9UKF6",TRUE,"CPSF3"
"800","CPSF6",10,"nuclear body","22","chromatin, nucleoplasm",11052,116238,"HGNC:13871","NM_007007","Q16630",TRUE,"CPSF6"
"801","CPSF7",10,"nuclear body","8","paraspeckles",79869,122957,"HGNC:30098","NM_024811","Q8N684",TRUE,"CPSF7"
"802","CPVL",6,"ER lumen","4","ER lumen",54504,120000,"HGNC:14399","NM_019029","Q9H3G5",TRUE,"CPVL"
"803","CRACR2A",20,"early endosome, recycling endosome","18","endosome, lysosome",84766,124247,"HGNC:28657","NM_032680","Q9BSW2",TRUE,"CRACR2A"
"804","CRAT",4,"mitochondrial matrix","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",1384,107774,"HGNC:2342","NM_000755","P43155",TRUE,"CRAT"
"805","CREBBP",2,"chromatin","1","no prediction",1387,107777,"HGNC:2348","NM_004380","Q92793",TRUE,"CREBBP"
"806","CRK",1,"cell junction","-","-",1398,107788,"HGNC:2362","NM_016823","P46108",TRUE,"CRK"
"807","CRMP1",19,"miscellaneous","1","no prediction",1400,107790,"HGNC:2365","NM_001313","Q14194",TRUE,"CRMP1"
"808","CRNKL1",10,"nuclear body","23","spliceosomal complex II",51340,119487,"HGNC:15762","NM_001278625","Q9BZJ0",TRUE,"CRNKL1"
"809","CRTC1",5,"actin cytoskeleton, cytosol","1","no prediction",23373,116952,"HGNC:16062","NM_025021","Q6UUV9",TRUE,"CRTC1"
"810","CRYBG1",5,"actin cytoskeleton, cytosol","1","no prediction",202,106705,"HGNC:356","NM_001624","Q9Y4K1",TRUE,"CRYBG1"
"811","CRYBG3",19,"miscellaneous","-","-",131544,126284,"HGNC:34427","NM_153605","Q68DQ2",TRUE,"CRYBG3"
"812","CS",1,"cell junction","-","-",1431,107818,"HGNC:2422","NM_004077","O75390",TRUE,"CS"
"813","CSDE1",16,"cytoplasmic ribonucleoprotein granule","13","cytoplasmic ribonucleoprotein granule",7812,113583,"HGNC:29905","NM_007158","O75534",TRUE,"CSDE1"
"814","CSE1L",3,"ER membrane","1","no prediction",1434,107821,"HGNC:2431","NM_001316","P55060",TRUE,"CSE1L"
"815","CSK",1,"cell junction","1","no prediction",1445,107832,"HGNC:2444","NM_004383","P41240",TRUE,"CSK"
"816","CSNK1A1",12,"centrosome","-","-",1452,107836,"HGNC:2451","NM_001892","P48729",TRUE,"CSNK1A1"
"817","CSNK1E",12,"centrosome","10","centrosome",1454,107838,"HGNC:2453","NM_001894","P49674",TRUE,"CSNK1E"
"818","CSNK1G2",11,"plasma membrane","20","cell junction, plasma membrane",1455,107839,"HGNC:2455","NM_001319","P78368",TRUE,"CSNK1G2"
"819","CSNK1G3",11,"plasma membrane","20","cell junction, plasma membrane",1456,107840,"HGNC:2456","NM_004384","Q9Y6M4",TRUE,"CSNK1G3"
"820","CSNK2A2",2,"chromatin","22","chromatin, nucleoplasm",1459,107842,"HGNC:2459","NM_001896","P19784",TRUE,"CSNK2A2"
"821","CSNK2B",2,"chromatin","22","chromatin, nucleoplasm",1460,107843,"HGNC:2460","NM_001320","P67870",TRUE,"CSNK2B"
"822","CSPG4",11,"plasma membrane","20","cell junction, plasma membrane",1464,107846,"HGNC:2466","NM_001897","Q6UVK1",TRUE,"CSPG4"
"823","CSPP1",12,"centrosome","10","centrosome",79848,122939,"HGNC:26193","NM_024790","Q1MSJ5",TRUE,"CSPP1"
"824","CSTF2",10,"nuclear body","1","no prediction",1478,107860,"HGNC:2484","NM_001325","P33240",TRUE,"CSTF2"
"825","CSTF2T",5,"actin cytoskeleton, cytosol","1","no prediction",23283,116881,"HGNC:17086","NM_015235","Q9H0L4",TRUE,"CSTF2T"
"826","CTCF",2,"chromatin","22","chromatin, nucleoplasm",10664,115906,"HGNC:13723","NM_006565","P49711",TRUE,"CTCF"
"827","CTDP1",19,"miscellaneous","22","chromatin, nucleoplasm",9150,114597,"HGNC:2498","NM_004715","Q9Y5B0",TRUE,"CTDP1"
"828","CTDSP1",11,"plasma membrane","1","no prediction",58190,121804,"HGNC:21614","NM_182642","Q9GZU7",TRUE,"CTDSP1"
"829","CTDSPL2",2,"chromatin","22","chromatin, nucleoplasm",51496,119571,"HGNC:26936","NM_016396","Q05D32",TRUE,"CTDSPL2"
"830","CTIF",16,"cytoplasmic ribonucleoprotein granule","1","no prediction",9811,115150,"HGNC:23925","NM_014772","O43310",TRUE,"CTIF"
"831","CTNNA1",1,"cell junction","20","cell junction, plasma membrane",1495,107876,"HGNC:2509","NM_001903","P35221",TRUE,"CTNNA1"
"832","CTNNA2",1,"cell junction","1","no prediction",1496,107877,"HGNC:2510","NM_004389","P26232",TRUE,"CTNNA2"
"833","CTNNAL1",1,"cell junction","20","cell junction, plasma membrane",8727,114266,"HGNC:2512","NM_003798","Q9UBT7",TRUE,"CTNNAL1"
"834","CTNNB1",1,"cell junction","1","no prediction",1499,107880,"HGNC:2514","NM_001098210","P35222",TRUE,"CTNNB1"
"835","CTNNBL1",8,"nucleolus","3","splicing speckles, nucleolus",56259,121123,"HGNC:15879","NM_030877","Q8WYA6",TRUE,"CTNNBL1"
"836","CTNND1",1,"cell junction","20","cell junction, plasma membrane",1500,107881,"HGNC:2515","NM_001331","O60716",TRUE,"CTNND1"
"837","CTR9",9,"nucleoplasm","22","chromatin, nucleoplasm",9646,115004,"HGNC:16850","NM_014633","Q6PD62",TRUE,"CTR9"
"838","CTSA",6,"ER lumen","4","ER lumen",5476,111472,"HGNC:9251","NM_000308","P10619",TRUE,"CTSA"
"839","CTSD",6,"ER lumen","4","ER lumen",1509,107889,"HGNC:2529","NM_001909","P07339",TRUE,"CTSD"
"840","CTTN",5,"actin cytoskeleton, cytosol","20","cell junction, plasma membrane",2017,108332,"HGNC:3338","NM_138565","Q14247",TRUE,"CTTN"
"841","CTTNBP2",17,"microtubule cytoskeleton","15","microtubule cytoskeleton",83992,123842,"HGNC:15679","NM_033427","Q8WZ74",TRUE,"CTTNBP2"
"842","CTTNBP2NL",5,"actin cytoskeleton, cytosol","16","STRIPAK complex",55917,121000,"HGNC:25330","NM_018704","Q9P2B4",TRUE,"CTTNBP2NL"
"843","CUEDC2",16,"cytoplasmic ribonucleoprotein granule","13","cytoplasmic ribonucleoprotein granule",79004,122475,"HGNC:28352","NM_024040","Q9H467",TRUE,"CUEDC2"
"844","CUL2",3,"ER membrane","1","no prediction",8453,114031,"HGNC:2552","NM_003591","Q13617",TRUE,"CUL2"
"845","CUL3",2,"chromatin","22","chromatin, nucleoplasm",8452,114030,"HGNC:2553","NM_001257197","Q13618",TRUE,"CUL3"
"846","CUL4A",2,"chromatin","-","-",8451,114029,"HGNC:2554","NM_003589","Q13619",TRUE,"CUL4A"
"847","CUX1",14,"Golgi apparatus","-","-",1523,107903,"HGNC:2557","NM_001913","P39880",TRUE,"CUX1"
"848","CWC15",10,"nuclear body","3","splicing speckles, nucleolus",51503,119575,"HGNC:26939","NM_016403","Q9P013",TRUE,"CWC15"
"849","CWC22",10,"nuclear body","3","splicing speckles, nucleolus",57703,121727,"HGNC:29322","NM_020943","Q9HCG8",TRUE,"CWC22"
"850","CWC25",10,"nuclear body","3","splicing speckles, nucleolus",54883,120231,"HGNC:25989","NM_017748","Q9NXE8",TRUE,"CWC25"
"851","CWC27",10,"nuclear body","22","chromatin, nucleoplasm",10283,115572,"HGNC:10664","NM_005869","Q6UX04",TRUE,"CWC27"
"852","CWF19L1",2,"chromatin","1","no prediction",55280,120568,"HGNC:25613","NM_018294","Q69YN2",TRUE,"CWF19L1"
"853","CWF19L2",10,"nuclear body","3","splicing speckles, nucleolus",143884,126821,"HGNC:26508","NM_152434","Q2TBE0",TRUE,"CWF19L2"
"854","CXADR",11,"plasma membrane","20","cell junction, plasma membrane",1525,107905,"HGNC:2559","NM_001207063","P78310",TRUE,"CXADR"
"855","CXXC1",9,"nucleoplasm","22","chromatin, nucleoplasm",30827,119045,"HGNC:24343","NM_014593","Q9P0U4",TRUE,"CXXC1"
"856","CXorf56",2,"chromatin","22","chromatin, nucleoplasm",63932,122000,"HGNC:26239","NM_022101","Q9H5V9",FALSE,"STEEP1"
"857","CXorf57",8,"nucleolus","22","chromatin, nucleoplasm",NA,NA,"","","",FALSE,"RADX"
"858","CYB5A",15,"nuclear outer membrane-ER membrane network","19","nuclear outer membrane-ER membrane network",1528,107908,"HGNC:2570","NM_001914","P00167",TRUE,"CYB5A"
"859","CYB5B",13,"mitochondrial outer membrane, peroxisome","2","mitochondrial outer membrane, peroxisome",80777,123309,"HGNC:24374","NM_030579","O43169",TRUE,"CYB5B"
"860","CYB5R1",13,"mitochondrial outer membrane, peroxisome","2","mitochondrial outer membrane, peroxisome",51706,119690,"HGNC:13397","NM_016243","Q9UHQ9",TRUE,"CYB5R1"
"861","CYB5R3",13,"mitochondrial outer membrane, peroxisome","2","mitochondrial outer membrane, peroxisome",1727,108071,"HGNC:2873","NM_000398","P00387",TRUE,"CYB5R3"
