"","Suggested.Symbol","name","ID","U7","S7","B7","U8","S8","B8","U9","S9","B9","U10","S10","B10","U11","S11","B11","C1","C2","C3","C4","C5","U1","S1","B1","U2","S2","B2","U3","S3","B3","U4","S4","B4","U5","S5","B5","U6","S6","B6"
"1012","LDHB","LDHB","P07195",138070,20951,0,365210,81657,8481.4,333730,21375,9817.6,93250,23548,0,204600,39573,9042.8,67231,13792,134190,227680,4865.8,103630,62712,13369,106120,23551,0,122030,19213,9486.2,155120,41950,5591,244560,77916,19553,154910,32875,0
"1013","GPX1","GPX1","P07203",10796,0,0,28846,0,0,55477,2410.8,0,6791.7,0,0,8895.3,1171.1,0,0,0,0,14849,0,0,0,0,7523.4,0,0,26890,8218,0,29705,0,0,9984.3,0,0,9816,0,0
"1014","THBD","THBD","P07204",595.83,0,0,18881,0,0,12830,0,0,1266,0,0,3108.6,0,0,0,0,0,0,0,0,0,0,0,0,0,990.08,0,0,6467.8,0,0,0,0,0,0,0,0
"1015","PROS1","PROS1","P07225",106300,9736.5,192950,145120,131690,272920,96693,266100,182520,138810,84456,203150,125380,286520,106140,17612,4438.4,19436,2868.9,9893.8,183260,144950,156300,140150,91935,155290,81276,71036,71281,129950,130560,102250,212610,172550,63972,132320,61022,247540
"1016","P4HB","P4HB","P07237",170270,38421,0,44273,10420,829.84,16023,0,0,106510,44656,0,50699,37058,822.47,33861,0,280570,0,71631,450410,221690,0,214470,80475,0,237960,67389,267.29,446290,97793,0,284140,57825,3216.2,350510,110040,1115
"1017","H1-0","H1F0","P07305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18029,0,0,4216.1,0,0
"1018","CSF1R","CSF1R","P07333",2124.2,0,0,4905.6,0,2808.7,15104,0,0,1736.5,0,0,464.16,0,0,0,0,0,0,0,0,0,0,3448.2,0,0,1650.8,0,0,7540,0,0,0,0,0,2719.2,0,0
"1019","CTSD","CTSD","P07339",21009,0,0,48501,28927,4909.8,6584.8,0,0,15141,0,0,47449,11432,0,2740.9,2364.4,8883.1,478.95,0,35654,19239,0,2947.4,2100.5,0,21867,16649,0,73415,11307,0,8996.4,4399.4,0,4107.7,18013,0
"1020","ANXA2","ANXA2","P07355",3548100,1176100,731.27,3880300,1036700,5159,4908700,615290,2337.4,1608400,736190,0,1771300,591880,509.9,161480,374350,286200,1924200,14651,3968400,2175700,8109,5055400,1946500,2216.6,7183900,2504900,20815,6832800,2893400,19455,6045100,2085300,7659.8,5024600,3109400,34261
"1021","C8A","C8A","P07357",140640,17308,85344,154630,40772,64498,73844,17736,97798,190890,41384,53183,102910,59565,77922,165840,8807.6,220170,25122,81309,137750,67871,128630,57548,49690,87776,60007,24638,54514,77804,49853,80610,103150,45586,59846,38079,25105,31915
"1022","C8B","C8B","P07358",143960,18930,90249,155770,35463,75064,85918,14790,110120,173220,27789,59309,101940,55164,105620,215280,6566.5,305890,19796,95009,183520,70015,162540,69636,37681,69932,100390,43559,52183,78185,39794,103780,93914,40817,71371,58863,41820,29761
"1023","GP1BA","GP1BA","P07359",298.42,0,973.64,0,0,1039.7,0,0,380.42,0,0,0,638.46,0,1415.1,1497.4,0,0,0,0,0,0,0,112.08,0,0,0,0,833.1,811.25,0,0,0,0,0,0,0,2614
"1024","C8G","C8G","P07360",216130,10952,164350,219560,44775,105050,88896,28778,147090,244040,62967,100820,133180,76580,142420,397030,9159,401970,155170,169370,235780,105660,216010,252050,46172,149650,133820,21728,125980,117280,55847,167440,335780,69499,112420,226310,37718,53086
"1025","CAPN1","CAPN1","P07384",30451,6152.8,0,44851,565.58,0,60089,0,0,11034,748.8,0,43918,9914.3,0,1900.4,280.57,3870,21792,0,20125,7657.7,0,15478,3489.1,0,38200,16591,0,51586,9157.4,0,50315,15562,0,20933,18055,0
"1026","TUBB","TUBB","P07437",87621,50432,1135.7,277950,105400,17846,156140,34134,1319,42232,41604,0,90542,51663,1523.8,88603,11540,137320,0,0,86678,82301,8432.8,19260,28988,4121.8,175970,213650,18402,199700,81525,3206.6,71144,130120,2899.6,17669,141520,28138
"1027","CA3","CA3","P07451",230.66,0,0,330.23,0,0,0,0,0,0,0,0,3101.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10878,0,0,0,0,0,1132.5,0,0
"1028","DCN","DCN","P07585",1723.1,0,0,0,0,0,1174.3,0,0,2686.8,0,0,491.12,2868.5,0,0,0,0,0,0,6047.6,5054.1,0,5253.8,5127.8,0,65908,11582,4864.9,12565,7045.7,0,5547.7,0,0,5707.6,16597,16374
"1029","PSAP","PSAP","P07602",8584.5,0,0,9294.1,0,237.73,783.71,0,0,4286.4,0,0,5862.6,225.51,0,164.51,0,6361.9,0,0,29699,1616.1,0,8148.9,0,0,8670.8,0,0,18958,635.02,0,38496,666.43,0,23349,1003.6,302.69
"1030","HEXB","HEXB","P07686",0,0,0,1473.1,0,0,0,0,0,0,0,0,768.17,0,0,0,0,0,0,0,816.72,0,0,0,0,0,1027,0,0,2532.3,0,0,0,0,0,0,0,0
"1031","CTSL","CTSL","P07711",0,0,0,0,3725.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2180.5,0,2826.6,0,0,0,0,0,0,0,0,8944.1,0,0,7422.7,0,0,0,4220,0
"1032","PFN1","PFN1","P07737",772410,119950,0,1460300,220120,66494,1287400,147300,0,447750,67388,0,403000,94334,0,51986,96334,140100,130160,0,75912,142800,0,5907.1,286850,0,77840,279190,0,525330,123260,0,9141.8,249910,0,24847,236150,5033.9
"1033","BPGM","BPGM","P07738",327.95,0,0,595.18,0,0,824.33,0,0,0,0,0,2592.5,0,0,0,0,0,3445.1,0,0,0,0,1700.6,0,0,0,0,0,1733.6,0,0,3098.2,0,0,9785.8,0,0
"1034","APRT","APRT","P07741",18067,12894,0,22726,7247.2,0,58548,6673.5,0,5885,1338,0,28299,14073,0,4220.3,0,4951.5,48520,0,23767,14902,0,6535.8,9721.1,0,55652,97034,0,32251,15614,0,78612,33982,0,2833.8,70665,4866.4
"1035","CD3E","CD3E","P07766",17780,0,0,10390,0,0,113110,3550.8,0,9059.1,0,0,41043,0,0,0,0,0,0,0,12899,0,0,0,0,0,32897,0,0,36262,5018.4,0,2886.3,0,0,16576,0,0
"1036","EPRS1","EPRS","P07814",941.19,251.09,0,41233,8771.3,788.48,5286.9,0,0,0,0,0,4102.2,3466,0,3359,0,5270.9,193.83,0,1728.5,838.97,0,3420.9,1798.6,0,8680.7,534.88,0,1544.7,765.68,0,9669.9,4752.3,158.61,9482.7,251.02,0
"1037","CTSB","CTSB","P07858",15231,0,0,39302,12099,7873.1,3283.2,0,0,5416.9,0,0,9465.7,0,4862.6,819.65,0,0,0,0,100830,13527,4915.9,2531.1,5075,3088.6,38764,11954,0,89670,10263,0,64927,2032.6,8283,16984,13614,1620.9
"1038","HSP90AA1","HSP90AA1","P07900",140080,79792,3554.6,483490,170800,83997,429610,59739,17455,73342,32656,554.73,182330,56587,8839.7,107660,16906,142510,98713,3272.5,79230,58331,4035.9,83696,39480,4127.9,136480,66334,28660,179840,46250,4305.8,335880,188350,15279,101090,76611,11985
"1039","HNRNPC","HNRNPC","P07910",0,0,0,0,0,0,0,0,0,0,0,0,0,428.34,0,3108.9,0,1577.6,0,0,0,806.18,0,0,0,0,0,0,0,0,0,0,286.09,2524,0,520.72,0,0
"1040","UQCRH","UQCRH","P07919",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4809.5,0,0,0,0,0,0,0,0,5084.2,0,0,29534,0,0,0,0,0
"1041","LAMB1","LAMB1","P07942",792.14,2597.3,113.71,156.15,25018,2712.4,1741,44731,411.16,649.29,48351,1036.6,162.57,32810,633.33,0,0,0,0,0,343.46,15031,0,2418.3,29328,0,0,6726.8,0,1847,9755.1,0,1347.6,45682,844.65,2909.9,6338.4,4970.9
"1042","YES1","YES1","P07947",21426,4610.9,0,33076,8484,0,32720,0,0,11119,0,0,11400,416.02,0,8577,533.2,14533,388150,0,9983.7,598.86,0,14305,0,0,17756,0,0,14435,8797.4,0,32508,7414.8,0,6927.8,0,0
"1043","LYN","LYN","P07948",59958,2967.7,0,117210,8983.1,0,387560,6488.7,0,28256,5177.2,0,42422,3660.8,0,0,3298.4,0,23647,0,21275,6828.8,0,20905,12040,0,48991,3261.6,0,81743,14907,0,31424,9845.5,0,6846,2255.4,0
"1044","TPM2","TPM2","P07951",1758.3,0,0,0,0,0,1517.5,0,0,528.72,0,0,1813.6,0,481.24,0,0,0,43462,0,0,0,0,0,0,0,2742.4,0,5069.1,1959.8,0,0,3307.7,0,0,3268.9,1061.1,2969
"1045","FH","FH","P07954",809.55,0,0,5093.3,1491.9,0,2081.4,0,0,508.09,0,0,2943.6,7356.1,0,0,0,0,345.78,0,0,3428.8,0,844.92,0,0,0,0,0,1832.5,0,0,14651,2957.6,0,398.2,0,0
"1046","THBS1","THBS1","P07996",0,0,0,0,2826.7,1419.2,0,0,0,0,0,0,0,1465.2,241.1,0,0,0,0,0,79.2,625.36,48.738,289.15,0,0,76.632,0,0,0,0,0,1097.2,1440.8,0,1714.6,0,44.097
"1047","RNASE1","RNASE1","P07998",908.68,0,0,637.4,0,0,3544,0,0,1730.7,0,0,1409.2,0,0,0,0,0,0,0,0,0,0,5618,0,0,0,0,0,2334.3,0,0,0,0,0,8590.6,0,0
"1048","IGF1R","IGF1R","P08069",1858.4,0,0,2419.4,0,0,4223.2,0,0,1753.5,0,0,3507.1,0,0,5274.4,0,13383,0,0,0,0,0,3021.3,0,0,109.76,0,0,2652.8,0,0,0,0,0,0,0,0
"1049","COL1A2","COL1A2","P08123",464.8,102590,1850.4,1580.2,202360,13414,0,191100,5737,674.6,108330,1087.3,0,387050,3004.8,205.04,3151.7,0,5113.8,195.21,811.49,97109,1255.9,1264.9,90716,2330.4,3674,30662,0,3174,118960,1152.1,803.03,196350,671.59,1151.5,66358,8365.2
"1050","ANXA6","ANXA6","P08133",476410,91757,0,319830,36511,956.79,384950,23835,0,246780,85392,0,286500,78543,252.12,517060,102930,1239600,141660,93470,480350,170190,0,406620,140200,0,817360,210820,0,1120100,301420,365.28,306440,75284,0,590710,315840,569.53
"1051","RHOC","RHOC","P08134",14432,0,0,54424,0,0,19806,0,0,4727.9,0,0,15282,0,0,0,0,0,16072,0,0,0,0,0,7489.9,0,0,12523,0,19814,1572.5,0,0,0,0,0,2846.8,0
"1052","NGFR","NGFR","P08138",7068.6,0,0,5124.2,0,0,8160,0,0,6002,0,0,18111,0,0,678.91,0,0,0,0,2001.2,0,0,2045.2,0,0,9228.1,0,0,12133,0,0,0,0,0,1499.1,0,0
"1053","CD55","CD55","P08174",420470,20807,0,119440,3858,0,84280,0,0,8255.7,0,0,70980,6336.2,0,2024.4,6273.5,8120.9,48056,0,0,1889.1,0,1965.9,5514.9,0,10198,0,0,114750,55304,0,6726,4385.4,0,336.19,0,1966.7
"1054","ABCB1","ABCB1","P08183",0,0,0,0,0,0,126.16,0,0,0,0,0,0,0,0,0,0,0,1060,0,0,0,0,0,0,0,4154.2,576.68,0,366.42,0,0,0,0,0,52.569,1177.3,0
"1055","SERPINA6","SERPINA6","P08185",34501,0,44434,43709,10207,48627,2106.1,0,27330,34134,0,52949,34238,7908.8,37584,57100,2018.7,37037,29366,155480,9862.8,8801,25200,22498,8193.8,19077,4996.5,15642,39959,7636.1,11463,51759,2152.7,4947.8,34075,2481.6,16550,4298
"1056","SLC3A2","SLC3A2","P08195",69656,23684,0,186780,23873,0,384100,32032,0,41228,15543,0,50639,17306,0,53277,6070.1,121080,23532,2771.6,50004,21978,0,61904,22352,0,53264,9383.3,0,78068,15722,0,128140,53504,0,38626,12118,1746.9
"1057","GUSB","GUSB","P08236",450.74,0,0,119.07,0,0,0,0,0,131.61,0,0,0,0,0,0,0,0,0,0,4490.1,609.03,0,0,0,0,3548.3,0,0,3376.3,0,0,3777.9,0,0,2128.4,475.49,0
"1058","PFKM","PFKM","P08237",2935.8,888.48,0,9919.1,1090.7,0,5824.3,0,0,245.93,0,0,5100.5,4217.4,133.56,2602.1,0,4399.7,0,0,2983.5,161.18,0,1381.8,1266.6,0,12875,6202.1,0,6953,402.24,0,9392.1,512.58,0,5565.5,5319.9,0
"1059","HSP90AB1","HSP90AB1","P08238",143650,47761,504.82,328700,97486,26269,277160,19461,1435.5,72248,22634,345.87,101400,27830,1077.2,106130,4289.7,167090,61452,0,28259,23270,923.18,44411,20057,689.64,69678,29687,8145.5,129200,29046,1323.9,174110,115400,12716,45069,44471,1708.3
"1060","SRPRA","SRPR","P08240",103.75,0,0,354.51,0,0,0,0,0,0,0,0,640.57,0,0,251.31,0,589.09,0,0,164.22,0,0,2857.9,0,0,3725.9,0,0,1633.5,0,0,6936.2,0,0,8390.6,0,0
"1061","ASNS","ASNS","P08243",0,0,0,5866,703.76,0,1341.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5051.2,0,0,0,0,0
"1062","ELANE","ELANE","P08246",2859.7,5252.1,0,17770,8984.1,0,6696.1,0,0,2346.3,0,0,2317.2,1886.6,0,0,0,6647.1,0,0,5335,5697.2,0,25775,5632,0,5148.2,2275.3,1877.4,150320,3798.5,0,22104,8228.3,0,16185,0,0
"1063","MMP2","MMP2","P08253",2473,0,0,1167.8,0,523.75,2471.3,806.19,3918.8,3473.9,0,2223.8,843.17,1418.3,351.78,0,0,0,0,0,9161.3,1539.5,0,1455,489.28,2093.2,6109.9,716.39,0,5537.8,0,0,0,1647.9,0,0,4057.6,0
"1064","GSTA1","GSTA1","P08263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324150,88033,913770,0,47455,2199.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1065","SOD3","SOD3","P08294",2854.7,0,0,1329.2,0,1451.1,132.87,0,3156.3,45578,3269.8,9569.6,2759.2,413.35,3356,515.53,0,0,0,0,9257.5,0,0,2186.8,0,5518.4,0,0,0,1834.7,0,1174.1,1830.7,0,5736.4,1964.7,0,0
"1066","CTSG","CTSG","P08311",20775,24126,537.55,11266,6449.1,952.69,329.17,0,0,155.73,0,0,1478.5,5472.7,0,0,0,0,0,0,38195,19993,766.57,30529,22186,0,31849,24495,1485,61953,40158,0,38952,28599,0,43917,37508,5230.7
"1067","HMBS","HMBS","P08397",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252.27,0,0
"1068","MME","MME","P08473",3851.6,0,0,1337.1,0,0,10065,0,0,0,0,0,10205,689.43,0,0,0,158.9,0,0,22722,2718,0,1970.6,537.6,0,1179.9,0,0,7302,95.896,0,0,0,0,172.83,111.6,0
"1069","ITGA2B","ITGA2B","P08514",9184.9,520.95,0,542.51,0,0,210.15,0,0,899.36,0,0,22648,4971,0,876.62,0,4028.5,0,0,7381.3,3009.7,0,534.67,0,0,7048.9,448.96,0,16350,5718,0,0,0,0,5758.4,618.93,0
"1070","LPA","LPA","P08519",352.87,21403,255.02,1209.6,68371,6584.9,1602.1,128710,6820.5,2731.6,104980,838.38,2205.8,142470,1913.4,377.55,0,0,879.65,0,2073.2,101820,7610.6,510.84,51309,905.39,30371,51307,2688,0,72812,995.57,580.2,20386,890.47,186.33,25072,12371
"1071","PDHA1","PDHA1","P08559",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1417.8,0,0,5403.2,0,0,0,0,0
"1072","PLEK","PLEK","P08567",16021,0,0,53890,2061,0,224080,1987.6,0,7981.7,0,0,36822,1115.8,0,0,0,0,0,0,18474,731.36,0,2597.4,0,0,4590.3,0,0,69853,2893.2,0,10655,0,0,20877,627.04,0
"1073","CD14","CD14","P08571",162080,34353,8905.3,546690,105830,20898,712040,65194,38426,209560,83188,6384.1,182990,87823,20453,38870,17411,7005.8,31394,37822,303770,102590,13084,191130,101700,5222.7,279480,72505,9871.2,342180,114830,27242,212540,50942,17497,118860,116650,5551.8
"1074","COL4A2","COL4A2","P08572",0,2570.5,0,0,605.61,0,0,96.269,0,0,3070.8,0,0,5211.9,0,6809,0,3724.7,0,5018.2,0,3706.6,0,0,0,0,0,1523.9,0,0,1355.8,0,0,4725.7,0,137.14,1742,74.861
"1075","CYC1","CYC1","P08574",892.61,0,0,0,0,0,0,0,0,150.32,0,0,2266.4,3458,0,1265.1,0,0,0,0,3517.6,997.97,0,2586.9,0,0,5840.9,0,0,6398,1269.6,0,28991,4444.3,0,3898.1,1316.7,0
"1076","PTPRC","PTPRC","P08575",150260,17942,0,217800,7969.4,0,862690,31247,0,81067,10509,0,179400,22457,0,1471,9443.3,371.43,16629,0,89875,20694,0,154430,29988,0,119340,8245.2,0,187190,26543,356.97,50040,6388.3,0,86264,19081,0
"1077","SNRPB2","SNRPB2","P08579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9076.3,0,0,0,0,0,0,0,0,0,949.77,0,0,0,0,0,475.18,0,0,522.52,0,0
"1078","MET","MET","P08581",0,0,0,0,0,0,3776.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376.33,0,0,0,0,0,457.5,0,0,0,0,0
"1079","MELTF","MFI2","P08582",125860,4425.2,0,27772,0,0,154030,2389.5,0,75706,6781.1,0,48994,8891.9,0,1330.6,5718.2,0,40525,0,53235,14061,0,61527,23795,0,127880,10979,0,122970,26505,0,43486,3775.8,0,29545,31195,0
"1080","MYL3","MYL3","P08590",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2937.5,0,7319.5,2167.7,2737.6,0,0,0,0,0,0,0,6257.8,2022.7
"1081","CFH","CFH","P08603",247390,10046,616560,368530,87738,729970,235080,94539,643920,354060,16136,525070,210580,75826,384060,206700,6530.4,143470,14171,149060,50929,56518,695940,118700,36571,373150,46412,25249,473360,123200,58244,599330,46986,90236,319990,28664,21412,544580
"1082","SNRNP70","SNRNP70","P08621",0,0,0,0,0,0,0,2810,0,0,0,0,0,0,0,1323.8,0,0,0,0,0,0,0,0,3087.2,0,0,0,0,0,0,0,0,0,0,7989.8,0,0
"1083","HCK","HCK","P08631",47516,6596.3,0,116750,1211.4,0,340390,6157.7,0,20401,4370.1,0,35351,8160.9,0,116.81,3872.1,0,0,0,17147,6620,0,24727,19456,0,31845,1854.6,0,72312,15636,0,8265.1,6409.1,0,7046.7,12663,0
"1084","FCGR3A","FCGR3A","P08637",256.52,0,3375.3,24026,0,0,67858,6081.4,3138.8,2871.2,0,0,740.32,0,0,0,0,0,0,0,2429.4,0,0,8243.3,18922,0,4024.8,0,0,8582.8,0,0,0,0,0,3266.8,0,0
"1085","ITGA5","ITGA5","P08648",15683,1359.4,0,34011,1952.8,0,78899,2128.3,0,5693.3,1060.5,0,5180.5,825.38,0,5308.1,571.98,16000,0,0,7115.6,937.38,0,6155,5820.4,0,10950,661.43,0,23836,2779.5,0,4104.4,1220.2,0,3157.7,1539,981.51
"1086","VIM","VIM","P08670",36595,46880,12944,36625,12495,33198,13778,17537,12460,31934,31760,0,15540,18415,1005.8,36793,0,13714,0,0,80145,149050,93935,51182,86305,17716,218180,266550,78635,182120,112920,29017,66561,65891,8437.1,112660,182910,170500
"1087","SERPINF2","SERPINF2","P08697",102780,15402,153530,305890,369130,204920,95246,119600,94022,146310,45452,170010,62621,121430,152910,124950,1215.1,73592,70353,331340,269110,107480,190930,346070,120980,202660,223660,227780,227480,168590,237540,273650,271290,126610,129260,220740,286220,205760
"1088","RPS17","RPS17","P08708",20213,0,0,82864,11784,0,54900,0,0,3232.3,0,0,24451,2905.7,0,35738,0,35925,0,9113.1,87548,4936.4,0,2984.4,4573.9,0,118390,40669,0,55467,14827,0,24864,8692,0,40359,71473,0
"1089","F7","F7","P08709",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1090","GNAI3","GNAI3","P08754",191140,20584,0,376780,89106,0,373840,14891,0,86370,8301.7,0,173220,56581,0,18005,8330.8,43246,95569,0,40926,28662,0,27747,63993,0,57075,2692.7,0,157890,70111,0,116900,50688,0,11465,28617,0
"1091","ANXA5","ANXA5","P08758",1435000,180080,0,841860,156330,0,1376200,63574,0,607170,170430,0,1164000,296160,0,104480,74658,345120,211520,6262.5,1628400,553560,0,514800,437170,0,1646500,466360,2243.6,3064000,734900,2317.8,977360,535170,0,1136800,746680,2572.4
"1092","RPSA","RPSA","P08865",28144,17026,0,162050,91545,8159.9,36126,8243.1,0,4674.1,2142.8,0,24028,4807.3,0,23393,1150.4,36306,8305.6,0,24076,25027,0,14466,0,0,32357,25300,0,29947,8640.1,0,55137,42777,0,36997,32465,0
"1093","CD63","CD63","P08962",53349,22981,0,119480,5346,0,38593,0,0,10673,7500.9,0,84231,4235.2,0,16447,21104,0,4224.6,0,33202,5979.4,0,9917.5,0,0,16396,6660.9,0,80003,0,0,20336,7496.4,0,0,4334.7,0
"1094","MRPL3","MRPL3","P09001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1095","SNRPA","SNRPA","P09012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268.31,0,0
"1096","ENO2","ENO2","P09104",9351.2,0,0,49144,11909,0,25718,0,0,11757,0,0,14046,0,0,3816.2,7952.7,7627.8,0,0,1005.1,0,0,0,3632.4,0,0,0,0,5091,0,0,1523.5,0,0,0,0,0
"1097","HBQ1","HBQ1","P09105",0,0,5900.7,0,0,0,0,0,0,0,0,0,0,0,202.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1098","ACAA1","ACAA1","P09110",664.65,0,0,1381.5,0,0,0,0,0,455.27,0,0,262.76,2334.5,0,0,0,0,0,0,318.58,4058.2,0,7225.4,4269.2,0,2042.7,1641.7,0,3189.3,3212.1,0,3582.3,3956.8,0,9711.3,3377.9,0
"1099","SRP19","SRP19","P09132",0,0,0,0,0,0,2256.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1763.4,0,0,964.27,0,0,4151.8,0,0,0,0,0
"1100","DBH","DBH","P09172",0,0,0,333.32,0,345.32,0,0,0,580.97,0,0,0,0,0,8718.5,0,2862.8,0,0,0,0,0,0,0,0,964.31,0,1669.7,0,0,1407.5,0,0,0,0,0,1093.5
"1101","GSTP1","GSTP1","P09211",660130,116300,0,1045100,340850,71918,679400,71294,0,274100,105520,0,960790,306340,4571.2,213120,108980,432770,1531200,0,217060,116420,0,285100,179250,0,367650,90041,2617,557200,221940,0,604170,397310,9879.6,237680,171720,0
"1102","CD48","CD48","P09326",33340,1486.3,0,45959,0,0,244240,0,0,14592,0,0,36919,0,0,0,0,0,0,0,6030.8,0,0,13395,0,0,11606,0,0,32913,0,0,4998,0,0,8859.1,0,0
"1103","VIL1","VIL1","P09327",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1104","LGALS1","LGALS1","P09382",506840,213450,0,323760,24631,0,672870,78935,0,339310,87378,0,231430,65008,450.29,36517,67093,89296,68439,6409.5,504750,85379,0,1038500,216120,0,1057800,199240,8117.2,752780,254480,9493.3,815390,87647,6088.8,666280,199940,2311.3
"1105","QDPR","QDPR","P09417",2020.5,0,0,3754,1737.5,0,4331.6,0,0,0,0,0,169.51,0,0,0,0,0,345.98,0,0,0,0,0,0,0,3131.4,0,0,2158,0,0,0,0,0,4045,0,0
"1106","HMGB1","HMGB1","P09429",3284.8,0,0,6093.4,3362.1,0,3778.1,0,0,1254.6,0,0,5021.7,14736,0,4171.6,0,5416.4,0,0,12571,8984.6,0,0,0,0,8736,3576.4,0,7418.4,7445.1,0,26747,0,0,130680,0,0
"1107","RBP1","RBP1","P09455",14153,3787.4,0,22419,4096.8,0,39959,3666.3,0,570.75,0,0,70621,11152,0,447830,37381,680080,136650,37519,20375,4778.6,0,6867.6,1433.7,0,3538.3,0,0,15367,0,0,17462,7088.9,2089.6,7920.3,0,0
"1108","PAEP","PAEP","P09466",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78413,0,0,0,0,0,0,0,0,0,0,0,4969.9,9614.3,0,0,0,0,0,0
"1109","FBP1","FBP1","P09467",8326,0,0,42666,2813,0,63530,2048,0,5615.6,905.48,0,4685.2,396.44,209.54,613.48,0,0,18224,0,13391,1326.8,0,16859,2505.3,0,13247,1729.8,1301,28107,2181.2,0,20436,1065.5,0,14594,2148.5,0
"1110","GNAO1","GNAO1","P09471",2404.6,0,0,1391.7,0,0,0,0,0,555.97,0,0,9765.6,2108.9,0,0,0,0,4293.3,0,0,0,0,0,0,0,0,0,0,1963.7,0,0,0,0,0,1707,0,0
"1111","SPARC","SPARC","P09486",877.82,0,0,0,1599.3,0,0,0,0,1175.7,0,0,857.06,1670.4,10521,975.08,0,12399,14718,16062,51537,12656,0,19436,1616.5,0,18070,0,0,5610.7,0,0,32223,0,1247.8,51295,0,0
"1112","GSTM1","GSTM1","P09488",0,0,0,2976.6,0,0,7787.5,0,0,1272.7,0,0,2160.8,2391.4,9183.7,535.38,0,2014.4,0,0,0,0,0,9951.3,0,0,12044,0,0,63528,0,0,0,605.43,0,33849,0,0
"1113","TPM1","TPM1","P09493",595.89,0,0,0,0,0,1533.5,0,0,0,0,0,1142.2,0,0,0,0,0,36575,0,1238.2,0,0,0,0,0,2497.6,0,0,5349.5,0,0,2791.7,0,0,3699.8,0,0
"1114","CLTA","CLTA","P09496",0,0,0,5457.6,0,0,0,3518.1,0,0,0,0,0,3290.3,0,0,0,0,0,0,0,11467,0,0,6880.7,0,0,0,0,1025.5,0,0,49150,40981,0,18684,0,0
"1115","CLTB","CLTB","P09497",1437.3,0,0,247.95,0,0,745.07,0,0,0,0,0,0,5971.1,0,0,0,0,0,0,0,4427.7,0,0,0,0,0,0,0,2854.3,0,0,0,40192,0,0,3552.6,0
"1116","ANXA4","ANXA4","P09525",557660,124050,0,738470,150140,0,468610,44690,0,133330,19289,0,228820,49481,0,18982,26497,31354,114590,0,547300,220960,0,282510,184660,0,651560,174260,0,666200,190470,2065.8,432240,304420,0,204850,222240,0
"1117","CNP","CNP","P09543",104470,40252,0,73623,9334.2,0,253090,8059.4,0,39925,14174,0,68491,23220,0,32183,7734.1,43077,273140,0,71827,16826,0,95048,15870,251.49,214800,31387,0,97205,40847,0,135690,25955,0,68048,59743,0
"1118","CD7","CD7","P09564",1323.2,0,0,0,0,0,26614,0,0,0,0,0,4563.6,0,0,0,0,0,0,0,4593.7,0,0,3675.8,0,0,10429,0,0,7116.3,0,0,10794,0,0,11341,0,0
"1119","HMOX1","HMOX1","P09601",778.18,0,0,0,0,0,0,0,0,205.77,0,0,0,0,0,0,0,0,0,0,9549.6,0,0,4563.4,0,0,9698.4,0,0,7324.5,0,0,0,0,0,3513.5,1508.1,0
"1120","PDGFRB","PDGFRB","P09619",22200,4398.5,0,3052.5,0,0,31529,0,0,10810,1383.7,0,6098.7,0,0,1819,0,757.21,0,0,13249,570.74,0,25463,785.78,0,27380,629.42,0,25984,5601.8,0,10996,0,0,29425,1746.3,0
"1121","DLD","DLD","P09622",883.63,0,0,265.5,0,0,0,0,0,483.9,0,0,3453.6,7651,0,0,0,0,0,0,2163.2,3097.8,0,3372.7,1353.8,0,1522.3,0,0,6613.5,1012.1,0,23573,0,0,8489.5,1555.5,0
