"","Suggested.Symbol","name","ID","C1","C2","C3","C4","C5"
"4048","L3HYPDH","L3HYPDH","Q96EM0",0,0,0,0,0
"4049","RNF31","RNF31","Q96EP0",0,0,0,0,0
"4050","DAZAP1","DAZAP1","Q96EP5",0,0,0,0,0
"4051","MVB12A","MVB12A","Q96EY5",0,157690,123890,0,0
"4052","CYFIP2","CYFIP2","Q96F07",56393,0,195910,148330,0
"4053","GIMAP5","GIMAP5","Q96F15",88618,0,0,0,0
"4054","IL17RA","IL17RA","Q96F46",0,0,0,0,0
"4055","CCDC97","CCDC97","Q96F63",0,63524,0,0,0
"4056","CNRIP1","CNRIP1","Q96F85",0,10480,0,0,0
"4057","EDC3","EDC3","Q96F86",0,0,0,0,0
"4058","PIK3IP1","PIK3IP1","Q96FE7",0,0,0,0,0
"4059","Q96FF7","Q96FF7","Q96FF7",0,0,0,250440,0
"4060","DYNLL2","DYNLL2","Q96FJ2",0,0,0,0,0
"4061","SLC47A1","SLC47A1","Q96FL8",597920,0,1296900,213750,62416
"4062","CPNE2","CPNE2","Q96FN4",1187800,1252900,3287100,913040,48724
"4063","S100A16","S100A16","Q96FQ6",809510,74187,1378000,3400400,0
"4064","SCRN2","SCRN2","Q96FV2",0,0,0,58873,0
"4065","OTUB1","OTUB1","Q96FW1",38377,0,53134,1158900,0
"4066","PERP","PERP","Q96FX8",0,0,0,0,0
"4067","CMTM7","CMTM7","Q96FZ5",0,0,0,0,0
"4068","CHMP6","CHMP6","Q96FZ7",28213,85669,124490,282460,0
"4069","PGM2","PGM2","Q96G03",0,0,0,391290,0
"4070","CERS2","CERS2","Q96G23",17210,0,80812,0,0
"4071","SDSL","SDSL","Q96GA7",0,0,0,34107,0
"4072","VMP1","VMP1","Q96GC9",0,0,0,0,0
"4073","DMAC1","TMEM261","Q96GE9",0,0,0,0,0
"4074","DCUN1D1","DCUN1D1","Q96GG9",0,0,0,0,0
"4075","RUSF1","C16orf58","Q96GQ5",0,0,0,0,0
"4076","BCAN","BCAN","Q96GW7",0,0,0,0,0
"4077","TCTN2","TCTN2","Q96GX1",0,0,0,156560,0
"4078","APIP","APIP","Q96GX9",0,0,0,0,0
"4079","SLC41A3","SLC41A3","Q96GZ6",0,0,0,0,0
"4080","SNF8","SNF8","Q96H20",0,0,0,42524,0
"4081","ZC3HAV1L","ZC3HAV1L","Q96H79",0,0,0,25730,0
"4082","PDLIM5","PDLIM5","Q96HC4",0,0,0,402690,0
"4083","CRELD1","CRELD1","Q96HD1",0,0,0,0,0
"4084","ERO1A","ERO1L","Q96HE7",0,0,186870,0,4853.3
"4085","SFRP2","SFRP2","Q96HF1",0,0,0,0,0
"4086","SH3YL1","SH3YL1","Q96HL8",0,0,0,18368,0
"4087","TMEM176A","TMEM176A","Q96HP8",0,0,0,0,0
"4088","REEP6","REEP6","Q96HR9",304610,0,568270,0,0
"4089","PGAM5","PGAM5","Q96HS1",0,0,0,0,0
"4090","TMEM41A","TMEM41A","Q96HV5",0,0,0,0,0
"4091","DDRGK1","DDRGK1","Q96HY6",3676.6,0,47695,0,11042
"4092","FUBP3","FUBP3","Q96I24",0,0,0,0,0
"4093","PPP1R16A","PPP1R16A","Q96I34",0,0,0,288510,0
"4094","RCC1L","WBSCR16","Q96I51",0,0,0,0,0
"4095","SUCLG2","SUCLG2","Q96I99",0,0,0,0,0
"4096","FBXL20","FBXL20","Q96IG2",0,0,0,132620,0
"4097","GMPPA","GMPPA","Q96IJ6",0,0,0,542610,0
"4098","ABHD14B","ABHD14B","Q96IU4",0,0,9203.5,377740,0
"4099","ATP5MK","USMG5","Q96IX5",13596,0,0,0,0
"4100","CPB2","CPB2","Q96IY4",152230,0,61223,117710,122530
"4101","ITCH","ITCH","Q96J02",33453,0,46583,577340,0
"4102","TXNDC15","TXNDC15","Q96J42",0,0,12455,0,0
"4103","ABCC11","ABCC11","Q96J66",0,0,375940,47645,135740
"4104","KIRREL1","KIRREL","Q96J84",8802.4,0,0,0,0
"4105","CDK5RAP3","CDK5RAP3","Q96JB5",0,0,0,0,0
"4106","VPS50","CCDC132","Q96JG6",0,0,0,0,0
"4107","VCPIP1","VCPIP1","Q96JH7",0,0,0,0,0
"4108","ELMO2","ELMO2","Q96JJ3",12025,0,13774,0,0
"4109","TMX3","TMX3","Q96JJ7",9345.8,0,0,0,0
"4110","DCHS1","DCHS1","Q96JQ0",0,0,0,0,0
"4111","BTF3L4","BTF3L4","Q96K17",0,0,0,0,0
"4112","RNF170","RNF170","Q96K19",0,0,0,0,0
"4113","SLC35E1","SLC35E1","Q96K37",19970,0,31940,0,0
"4114","TMEM87B","TMEM87B","Q96K49",145550,0,129850,0,0
"4115","USP47","USP47","Q96K76",0,0,0,8368,0
"4116","CLPTM1L","CLPTM1L","Q96KA5",0,0,37585,0,0
"4117","SCYL1","SCYL1","Q96KG9",12965,0,0,0,0
"4118","LRATD2","FAM84B","Q96KN1",0,0,0,0,0
"4119","CNDP1","CNDP1","Q96KN2",80393,0,0,56821,353890
"4120","LRATD1","FAM84A","Q96KN4",0,0,0,0,0
"4121","EXOC2","EXOC2","Q96KP1",12227,0,23258,57566,0
"4122","CNDP2","CNDP2","Q96KP4",48257,0,170560,6749400,0
"4123","ZFR","ZFR","Q96KR1",98622,0,55146,0,0
"4124","B3GALT6","B3GALT6","Q96L58",0,0,0,0,0
"4125","SNX27","SNX27","Q96L92",0,0,0,0,0
"4126","IFT74","IFT74","Q96LB3",0,0,0,123350,0
"4127","SIGLEC10","SIGLEC10","Q96LC7",0,0,0,0,0
"4128","TRIM47","TRIM47","Q96LD4",0,0,0,0,0
"4129","DHRS1","DHRS1","Q96LJ7",0,0,0,0,0
"4130","PRRC1","PRRC1","Q96M27",0,0,0,0,0
"4131","FGD4","FGD4","Q96M96",0,0,0,776700,0
"4132","TMEM68","TMEM68","Q96MH6",0,0,24707,0,0
"4133","HSPA12B","HSPA12B","Q96MM6",0,0,0,0,0
"4134","DNAAF10","WDR92","Q96MX6",0,0,0,0,0
"4135","SPATA33","SPATA33","Q96N06",0,0,0,24677,0
"4136","CFAP54","CFAP54","Q96N23",121240,0,70997,0,0
"4137","MBOAT7","MBOAT7","Q96N66",57512,0,383010,0,21697
"4138","DOCK7","DOCK7","Q96N67",4534.5,0,80400,71957,0
"4139","SPATA13","SPATA13","Q96N96",0,0,0,0,0
"4140","SLC46A1","SLC46A1","Q96NT5",0,0,0,1616400,0
"4141","CLIC6","CLIC6","Q96NY7",0,43669,0,28856000,0
"4142","NECTIN4","PVRL4","Q96NY8",0,0,0,0,0
"4143","ARAP1","ARAP1","Q96P48",0,0,0,0,0
"4144","SERPINB12","SERPINB12","Q96P63",0,75148,0,0,0
"4145","IPO9","IPO9","Q96P70",69483,0,116680,23952,0
"4146","MIA2","MIA2","Q96PC5",0,0,0,0,0
"4147","DCBLD2","DCBLD2","Q96PD2",60898,0,0,0,0
"4148","PGLYRP2","PGLYRP2","Q96PD5",4682400,0,1494600,940830,1638200
"4149","RBM14","RBM14","Q96PK6",23699,0,0,0,0
"4150","ERMAP","ERMAP","Q96PL5",0,0,0,0,0
"4151","GBP5","GBP5","Q96PP8",0,0,0,0,0
"4152","GBP4","GBP4","Q96PP9",0,0,0,80409,0
"4153","SORCS2","SORCS2","Q96PQ0",0,0,0,0,0
"4154","NEDD4L","NEDD4L","Q96PU5",0,0,0,0,0
"4155","FMNL2","FMNL2","Q96PY5",197630,0,0,50212,0
"4156","TRAPPC9","TRAPPC9","Q96Q05",0,0,0,0,0
"4157","PLIN4","PLIN4","Q96Q06",2484.4,0,0,0,0
"4158","SMG1","SMG1","Q96Q15",0,0,0,0,0
"4159","DERL3","DERL3","Q96Q80",0,0,0,0,0
"4160","GSDMA","GSDMA","Q96QA5",0,0,0,0,0
"4161","SLC38A2","SLC38A2","Q96QD8",23255,0,94370,0,0
"4162","MTMR9","MTMR9","Q96QG7",0,0,0,0,0
"4163","VPS35","VPS35","Q96QK1",394160,0,536000,297860,0
"4164","SCGB3A1","SCGB3A1","Q96QR1",0,0,0,0,0
"4165","PURB","PURB","Q96QR8",0,0,0,0,0
"4166","PANX1","PANX1","Q96RD7",65187,0,219310,0,0
"4167","FCRL5","FCRL5","Q96RD9",1753300,0,463160,1889700,878740
"4168","SNX18","SNX18","Q96RF0",0,0,0,0,0
"4169","BBS4","BBS4","Q96RK4",0,0,0,216030,0
"4170","VPS13A","VPS13A","Q96RL7",0,0,0,10581,0
"4171","GAL3ST4","GAL3ST4","Q96RP7",0,0,0,0,0
"4172","ERGIC2","ERGIC2","Q96RQ1",49659,0,151180,0,0
"4173","MCCC1","MCCC1","Q96RQ3",0,0,0,0,0
"4174","IL4I1","IL4I1","Q96RQ9",0,0,0,0,0
"4175","NUDCD1","NUDCD1","Q96RS6",0,0,0,0,0
"4176","ERBIN","ERBB2IP","Q96RT1",8598.8,0,292420,0,0
"4177","TUBGCP6","TUBGCP6","Q96RT7",0,0,0,0,0
"4178","FNBP1","FNBP1","Q96RU3",0,0,0,0,0
"4179","HMCN1","HMCN1","Q96RW7",0,0,31725,0,0
"4180","IFT140","IFT140","Q96RY7",0,0,0,399350,0
"4181","METTL26","C16orf13","Q96S19",0,0,0,41182,0
"4182","PIGS","PIGS","Q96S52",15513,0,60567,0,17402
"4183","RANBP9","RANBP9","Q96S59",0,0,0,0,0
"4184","CLCC1","CLCC1","Q96S66",51683,0,66466,0,0
"4185","HAPLN3","HAPLN3","Q96S86",0,0,0,0,0
"4186","MYADM","MYADM","Q96S97",292450,367070,315170,1171700,0
"4187","PLEKHF1","PLEKHF1","Q96S99",0,0,0,0,0
"4188","SERINC2","SERINC2","Q96SA4",0,0,0,477090,0
"4189","PPP1R9B","PPP1R9B","Q96SB3",0,0,0,265950,0
"4190","SRPK1","SRPK1","Q96SB4",0,0,0,0,0
"4191","TMEM209","TMEM209","Q96SK2",0,0,0,0,0
"4192","GPX7","GPX7","Q96SL4",0,0,0,0,0
"4193","CPXM1","CPXM1","Q96SM3",0,0,0,0,0
"4194","CYP2S1","CYP2S1","Q96SQ9",5792.8,0,0,0,0
"4195","CEP89","CEP89","Q96ST8",0,0,0,54393,0
"4196","OSBPL9","OSBPL9","Q96SU4",0,0,0,0,0
"4197","RUFY1","RUFY1","Q96T51",0,0,0,0,0
"4198","MMS19","MMS19","Q96T76",0,0,0,37447,0
"4199","NIBAN2","FAM129B","Q96TA1",175760,803300,240140,15791000,0
"4200","RMDN3","RMDN3","Q96TC7",0,0,0,0,0
"4201","MUC4","MUC4","Q99102",0,0,0,750540,0
"4202","MYCBP","MYCBP","Q99417",0,0,0,0,0
"4203","TBCB","TBCB","Q99426",0,0,0,26153,0
"4204","NELL2","NELL2","Q99435",0,0,0,0,0
"4205","PSMB7","PSMB7","Q99436",8594.2,0,0,0,0
"4206","CNN2","CNN2","Q99439",54968,0,31108,777300,0
"4207","SEC62","SEC62","Q99442",0,0,0,0,0
"4208","PSMD1","PSMD1","Q99460",485790,0,479370,0,0
"4209","CD180","CD180","Q99467",0,0,0,0,0
"4210","SDF2","SDF2","Q99470",0,0,22051,0,0
"4211","PFDN5","PFDN5","Q99471",0,0,37281,0,0
"4212","PAFAH2","PAFAH2","Q99487",0,0,0,52102,0
"4213","PARK7","PARK7","Q99497",14013,27927,127760,2613200,0
"4214","S1PR3","S1PR3","Q99500",81082,0,89262,0,0
"4215","NEU1","NEU1","Q99519",0,0,0,0,0
"4216","SORT1","SORT1","Q99523",0,0,0,0,0
"4217","VAT1","VAT1","Q99536",1748700,239000,4990600,436850,39063
"4218","LGMN","LGMN","Q99538",0,0,0,0,0
"4219","PLIN2","PLIN2","Q99541",0,0,80855,0,0
"4220","MMP19","MMP19","Q99542",0,0,0,0,0
"4221","PIK3R4","PIK3R4","Q99570",0,0,0,0,0
"4222","P2RX4","P2RX4","Q99571",0,0,0,0,0
"4223","P2RX7","P2RX7","Q99572",0,0,0,0,0
"4224","S100A13","S100A13","Q99584",65934,45779,547730,849830,0
"4225","TSNAX","TSNAX","Q99598",0,0,0,50132,0
"4226","SEPHS2","SEPHS2","Q99611",0,0,0,0,0
"4227","EIF3C","EIF3C","Q99613",149420,0,84148,0,0
"4228","DNAJC7","DNAJC7","Q99615",0,0,0,239790,0
"4229","C12orf57","C12orf57","Q99622",0,0,29308,0,0
"4230","PHB2","PHB2","Q99623",23194,0,22906,0,0
"4231","COPS8","COPS8","Q99627",0,0,31780,0,0
"4232","SDHC","SDHC","Q99643",0,0,0,0,0
"4233","EPYC","EPYC","Q99645",0,0,0,0,0
"4234","OSMR","OSMR","Q99650",0,0,7139.3,0,0
"4235","CHP1","CHP1","Q99653",254580,0,650940,2514000,0
"4236","CGREF1","CGREF1","Q99674",0,0,0,0,0
"4237","MGLL","MGLL","Q99685",0,0,0,617000,0
"4238","DOK1","DOK1","Q99704",0,0,0,0,0
"4239","MTR","MTR","Q99707",0,0,0,0,0
"4240","HSD17B10","HSD17B10","Q99714",0,0,0,0,0
"4241","COL12A1","COL12A1","Q99715",0,0,0,0,0
"4242","SMAD5","SMAD5","Q99717",0,0,0,69753,0
"4243","SEPTIN5","SEPT5","Q99719",0,0,0,0,0
"4244","SIGMAR1","SIGMAR1","Q99720",0,0,0,0,0
"4245","HNRNPAB","HNRNPAB","Q99729",0,0,0,0,0
"4246","NAP1L4","NAP1L4","Q99733",0,0,0,0,0
"4247","MGST2","MGST2","Q99735",35033,0,118880,0,0
"4248","NAPG","NAPG","Q99747",0,0,72797,332270,0
"4249","PIP5K1A","PIP5K1A","Q99755",41515,0,30213,65114,0
"4250","CMKLR1","CMKLR1","Q99788",0,0,0,0,0
"4251","GPA33","GPA33","Q99795",0,0,0,0,0
"4252","ACO2","ACO2","Q99798",896560,0,0,0,0
"4253","TM9SF2","TM9SF2","Q99805",980790,0,690870,0,0
"4254","SLC29A1","SLC29A1","Q99808",121070,0,108830,21408,0
"4255","TSG101","TSG101","Q99816",287630,611820,446810,2777400,0
"4256","CIB1","CIB1","Q99828",0,196230,0,6602100,0
"4257","CPNE1","CPNE1","Q99829",176160,0,289230,148210,0
"4258","CCT7","CCT7","Q99832",427680,0,649360,0,0
"4259","MYD88","MYD88","Q99836",0,0,0,0,0
"4260","PRMT1","PRMT1","Q99873",63693,0,71118,0,0
"4261","AGPAT1","AGPAT1","Q99943",0,0,0,0,0
"4262","SH3GL1","SH3GL1","Q99961",36033,0,72340,0,0
"4263","RARRES2","RARRES2","Q99969",24700,0,0,0,116040
"4264","MYOC","MYOC","Q99972",0,0,0,0,0
"4265","TEP1","TEP1","Q99973",0,0,0,469890,0
"4266","AKAP9","AKAP9","Q99996",0,0,9897.9,0,220830
"4267","DPYSL5","DPYSL5","Q9BPU6",0,0,0,0,0
"4268","B9D2","B9D2","Q9BPU9",0,0,0,165580,0
"4269","NIPSNAP1","NIPSNAP1","Q9BPW8",0,0,0,0,0
"4270","NCAPG","NCAPG","Q9BPX3",12105,0,8164.9,0,0
"4271","ARPC5L","ARPC5L","Q9BPX5",0,0,0,377520,0
"4272","MAPKAP1","MAPKAP1","Q9BPZ7",0,0,0,75862,0
"4273","ZFYVE21","ZFYVE21","Q9BQ24",0,0,0,0,0
"4274","ELAC2","ELAC2","Q9BQ52",0,0,0,0,0
"4275","GRWD1","GRWD1","Q9BQ67",0,0,0,0,0
"4276","MACROD1","MACROD1","Q9BQ69",0,0,0,0,0
"4277","WDR77","WDR77","Q9BQA1",8628.3,0,0,9243.3,0
"4278","CYBC1","C17orf62","Q9BQA9",14082,0,33514,0,0
"4279","VKORC1","VKORC1","Q9BQB6",0,0,49059,0,0
"4280","TUBA1C","TUBA1C","Q9BQE3",0,0,125210,0,0
"4281","APOL2","APOL2","Q9BQE5",0,0,0,0,0
"4282","MYBBP1A","MYBBP1A","Q9BQG0",0,0,0,0,0
"4283","FERMT1","FERMT1","Q9BQL6",0,0,0,34198,0
"4284","BPIFA3","BPIFA3","Q9BQP9",240380,0,0,0,0
"4285","FYCO1","FYCO1","Q9BQS8",0,0,0,0,0
"4286","CLSTN3","CLSTN3","Q9BQT9",0,0,0,0,0
"4287","CORO1B","CORO1B","Q9BR76",68834,0,88238,1193700,0
"4288","TXNDC17","TXNDC17","Q9BRA2",0,0,0,0,0
"4289","PIGQ","PIGQ","Q9BRB3",0,0,0,0,0
"4290","CPPED1","CPPED1","Q9BRF8",0,0,0,33185,0
"4291","VPS25","VPS25","Q9BRG1",10438,0,29914,701710,0
"4292","MXRA8","MXRA8","Q9BRK3",0,0,0,0,0
"4293","SDF4","SDF4","Q9BRK5",0,0,25438,0,0
"4294","PYM1","WIBG","Q9BRP8",0,0,0,0,0
"4295","CHCHD6","CHCHD6","Q9BRQ6",0,0,0,0,0
"4296","AIFM2","AIFM2","Q9BRQ8",0,0,0,0,0
"4297","PGAP4","TMEM246","Q9BRR3",0,0,0,0,0
"4298","ADPGK","ADPGK","Q9BRR6",24797,0,88846,0,23769
"4299","UQCC2","UQCC2","Q9BRT2",0,0,0,0,0
"4300","PELO","PELO","Q9BRX2",0,0,0,0,0
"4301","PRXL2A","FAM213A","Q9BRX8",26206,0,243560,0,32090
"4302","SLC39A3","SLC39A3","Q9BRY0",0,0,0,0,0
"4303","ERP44","ERP44","Q9BS26",538280,0,1335200,0,122010
"4304","LXN","LXN","Q9BS40",0,23219,0,110310,0
"4305","TMEM175","TMEM175","Q9BSA9",0,0,0,0,0
"4306","AGMAT","AGMAT","Q9BSE5",0,0,0,0,0
"4307","C2orf88","C2orf88","Q9BSF0",0,0,0,237720,0
"4308","TACO1","TACO1","Q9BSH4",0,0,0,0,0
"4309","TUBGCP2","TUBGCP2","Q9BSJ2",20216,0,16223,0,0
"4310","ESYT1","ESYT1","Q9BSJ8",272410,0,509110,0,0
"4311","MARVELD1","MARVELD1","Q9BSK0",0,0,0,0,0
"4312","UBAC1","UBAC1","Q9BSL1",0,0,0,0,0
"4313","CCM2","CCM2","Q9BSQ5",0,17862,0,1753500,0
"4314","RTKN","RTKN","Q9BST9",0,0,0,0,0
"4315","CNPY3","CNPY3","Q9BT09",0,0,48579,0,0
"4316","ALG1","ALG1","Q9BT22",0,0,73536,0,0
"4317","LIMD2","LIMD2","Q9BT23",0,0,0,0,0
"4318","INPP5K","INPP5K","Q9BT40",0,0,0,0,0
"4319","NDFIP1","NDFIP1","Q9BT67",115260,0,175060,0,13458
"4320","PSMG3","PSMG3","Q9BT73",0,0,0,44186,0
"4321","UPK3B","UPK3B","Q9BT76",0,0,0,115900,0
"4322","COPS4","COPS4","Q9BT78",43288,0,66731,76104,0
"4323","MCMBP","MCMBP","Q9BTE3",0,0,0,0,0
"4324","AARSD1","AARSD1","Q9BTE6",0,0,0,6176.2,0
"4325","ANP32E","ANP32E","Q9BTT0",0,0,0,0,0
"4326","LRRC1","LRRC1","Q9BTT6",22212,0,36649,0,0
"4327","PI4K2A","PI4K2A","Q9BTU6",7109.9,0,33836,0,0
"4328","TMEM43","TMEM43","Q9BTV4",93069,0,391060,0,42582
"4329","TBCD","TBCD","Q9BTW9",0,0,39446,91427,0
"4330","NDC1","NDC1","Q9BTX1",0,0,0,0,0
"4331","HGH1","HGH1","Q9BTY7",0,0,0,0,0
"4332","DHRS4","DHRS4","Q9BTZ2",0,0,0,0,0
"4333","LMF2","LMF2","Q9BU23",0,0,25212,0,10137
"4334","TMEM70","TMEM70","Q9BUB7",0,0,0,0,0
"4335","SPON2","SPON2","Q9BUD6",0,0,0,0,0
"4336","TUBB6","TUBB6","Q9BUF5",79758,0,0,0,0
"4337","CRB3","CRB3","Q9BUF7",0,11577,0,753960,0
"4338","HNRNPUL1","HNRNPUL1","Q9BUJ2",9027.6,0,0,0,0
"4339","PDCD10","PDCD10","Q9BUL8",7357.7,30309,0,1840300,0
"4340","G6PC3","G6PC3","Q9BUM1",0,0,16703,0,0
"4341","C1orf56","MENT","Q9BUN1",13778,0,0,0,0
"4342","DERL1","DERL1","Q9BUN8",0,0,17027,0,0
"4343","HTATIP2","HTATIP2","Q9BUP3",0,0,0,47646,0
"4344","APOO","APOO","Q9BUR5",0,0,0,0,0
"4345","BDH2","BDH2","Q9BUT1",2263.9,17351,17976,525890,0
"4346","MRI1","MRI1","Q9BV20",0,0,0,0,0
"4347","MLPH","MLPH","Q9BV36",0,0,0,144070,0
"4348","WDR18","WDR18","Q9BV38",0,0,0,0,0
"4349","VAMP8","VAMP8","Q9BV40",10287,64999,0,874620,0
"4350","THUMPD3","THUMPD3","Q9BV44",0,0,0,0,0
"4351","ADI1","ADI1","Q9BV57",0,0,0,0,0
"4352","TUBB2B","TUBB2B","Q9BVA1",0,0,0,0,0
"4353","MLST8","MLST8","Q9BVC4",0,0,0,50901,0
"4354","TMEM109","TMEM109","Q9BVC6",0,0,0,0,0
"4355","PBDC1","PBDC1","Q9BVG4",0,0,0,0,0
"4356","PTDSS2","PTDSS2","Q9BVG9",0,0,0,0,0
"4357","DUSP23","DUSP23","Q9BVJ7",0,0,0,124950,0
"4358","TMED9","TMED9","Q9BVK6",184420,0,225400,0,0
"4359","SELENOO","SELO","Q9BVL4",0,0,0,0,0
"4360","DPCD","DPCD","Q9BVM2",0,0,0,0,0
"4361","GGACT","GGACT","Q9BVM4",0,0,0,33242,0
"4362","C1orf116","SARG","Q9BW04",0,0,0,104430,0
"4363","NUP85","NUP85","Q9BW27",0,0,0,0,0
"4364","TPPP3","TPPP3","Q9BW30",0,546320,0,7976000,0
"4365","ELOVL1","ELOVL1","Q9BW60",0,0,47610,0,45661
"4366","ACAT2","ACAT2","Q9BWD1",615230,0,1234100,99541,44577
"4367","RBM4","RBM4","Q9BWF3",0,0,0,0,0
"4368","SF3B5","SF3B5","Q9BWJ5",0,0,0,0,0
"4369","SFXN3","SFXN3","Q9BWM7",0,0,0,0,0
"4370","COLEC11","COLEC11","Q9BWP8",48923,0,0,0,0
"4371","YIPF2","YIPF2","Q9BWQ6",28850,0,0,0,0
"4372","CHID1","CHID1","Q9BWS9",0,0,0,0,0
"4373","BOC","BOC","Q9BWV1",0,0,0,0,0
"4374","TAPBPL","TAPBPL","Q9BX59",0,0,0,0,0
"4375","JAM3","JAM3","Q9BX67",4987.2,0,0,0,0
"4376","HINT2","HINT2","Q9BX68",0,0,0,0,0
"4377","STRA6","STRA6","Q9BX79",0,0,0,0,0
"4378","LGR4","LGR4","Q9BXB1",0,0,0,0,0
"4379","OSBPL11","OSBPL11","Q9BXB4",0,0,0,0,0
"4380","OSBPL10","OSBPL10","Q9BXB5",0,0,0,16457,0
"4381","NPL","NPL","Q9BXD5",0,0,0,0,0
"4382","RAB11FIP5","RAB11FIP5","Q9BXF6",101830,0,222680,6349.4,0
"4383","TBC1D10A","TBC1D10A","Q9BXI6",43994,0,87366,850810,0
"4384","C1QTNF5","C1QTNF5","Q9BXJ0",0,0,0,0,0
"4385","C1QTNF3","C1QTNF3","Q9BXJ4",0,0,0,0,0
"4386","TMEM120A","TMEM120A","Q9BXJ8",50287,0,202700,0,0
"4387","NAA15","NAA15","Q9BXJ9",10695,0,0,0,0
"4388","BCL2L13","BCL2L13","Q9BXK5",0,0,0,0,0
"4389","ASPN","ASPN","Q9BXN1",0,0,0,0,0
"4390","SLC12A9","SLC12A9","Q9BXP2",15279,0,0,0,0
"4391","SRRT","SRRT","Q9BXP5",20972,0,0,0,0
"4392","CFHR5","CFHR5","Q9BXR6",43822,0,377550,0,0
"4393","TMEM59","TMEM59","Q9BXS4",0,0,26980,0,0
"4394","AP1M1","AP1M1","Q9BXS5",27655,0,48419,0,0
"4395","SLC26A6","SLC26A6","Q9BXS9",48470,0,100350,0,0
"4396","HDHD5","CECR5","Q9BXW7",0,0,0,0,0
"4397","EMILIN2","EMILIN2","Q9BXX0",56769,0,0,28771,0
"4398","MAK16","MAK16","Q9BXY0",0,0,0,0,0
"4399","ADGRE3","EMR3","Q9BY15",0,0,0,0,0
"4400","ITPA","ITPA","Q9BY32",0,0,0,82114,0
"4401","CHMP4A","CHMP4A","Q9BY43",0,0,47280,63981,0
"4402","EIF2A","EIF2A","Q9BY44",0,0,492420,0,0
"4403","SEC11C","SEC11C","Q9BY50",0,0,0,0,0
"4404","ANGPTL4","ANGPTL4","Q9BY76",0,0,0,0,0
"4405","FUT8","FUT8","Q9BYC5",0,0,0,0,0
"4406","MRPL20","MRPL20","Q9BYC9",0,0,0,0,0
"4407","MRPL9","MRPL9","Q9BYD2",0,0,0,0,0
"4408","PARD6B","PARD6B","Q9BYG5",0,0,0,2746900,0
"4409","SEZ6L","SEZ6L","Q9BYH1",0,0,0,0,0
"4410","HYCC1","FAM126A","Q9BYI3",17141,0,20889,71336,0
"4411","ALOXE3","ALOXE3","Q9BYJ1",12420,0,0,0,0
"4412","HELZ2","HELZ2","Q9BYK8",0,0,0,50149,0
"4413","TBC1D2","TBC1D2","Q9BYX2",0,0,0,0,0
"4414","IFIH1","IFIH1","Q9BYX4",0,0,0,0,0
"4415","DOCK9","DOCK9","Q9BZ29",0,0,0,307660,0
"4416","FRMD8","FRMD8","Q9BZ67",68889,0,99689,0,0
"4417","MRPL37","MRPL37","Q9BZE1",0,0,0,0,0
"4418","OSBPL8","OSBPL8","Q9BZF1",0,0,0,0,0
"4419","UACA","UACA","Q9BZF9",2789.7,0,0,0,0
"4420","RAB34","RAB34","Q9BZG1",162300,33409,149530,207870,0
"4421","WDR11","WDR11","Q9BZH6",54643,0,0,0,0
"4422","CRNKL1","CRNKL1","Q9BZJ0",0,0,0,0,0
"4423","PPP1R12C","PPP1R12C","Q9BZL4",5234.6,0,0,0,0
"4424","PRKD2","PRKD2","Q9BZL6",0,0,0,177180,0
"4425","ULBP3","ULBP3","Q9BZM4",42014,0,0,38468,0
"4426","EDEM3","EDEM3","Q9BZQ6",0,0,0,0,0
"4427","NIBAN1","FAM129A","Q9BZQ8",0,0,0,654980,0
"4428","UBXN6","UBXN6","Q9BZV1",31559,0,0,330890,0
"4429","SLC19A3","SLC19A3","Q9BZV2",14061,0,0,0,0
"4430","CD244","CD244","Q9BZW8",0,0,0,0,0
"4431","SIGLEC1","SIGLEC1","Q9BZZ2",0,0,0,0,0
"4432","API5","API5","Q9BZZ5",0,0,0,0,0
"4433","DPY30","DPY30","Q9C005",0,0,0,13041,0
"4434","FTO","FTO","Q9C0B1",1191200,0,0,0,0
"4435","ZDHHC5","ZDHHC5","Q9C0B5",75155,0,0,0,0
"4436","TNKS1BP1","TNKS1BP1","Q9C0C2",0,0,0,33461,0
"4437","UBE2O","UBE2O","Q9C0C9",0,0,0,0,0
"4438","TANC1","TANC1","Q9C0D5",69356,0,63628,0,0
"4439","SELENOI","EPT1","Q9C0D9",0,0,0,0,0
"4440","XPO4","XPO4","Q9C0E2",3417.2,0,0,0,0
"4441","LNPK","LNP","Q9C0E8",340850,0,0,0,0
"4442","TTYH3","TTYH3","Q9C0H2",168410,0,185290,0,0
"4443","ARHGAP39","ARHGAP39","Q9C0H5",0,0,0,216580,0
"4444","MTMR12","MTMR12","Q9C0I1",0,0,0,400600,0
"4445","SLC39A8","SLC39A8","Q9C0K1",0,85285,0,1900100,0
"4446","STRADB","STRADB","Q9C0K7",312250,0,80884,0,0
"4447","WDR12","WDR12","Q9GZL7",0,0,0,0,0
"4448","TINAGL1","TINAGL1","Q9GZM7",0,0,0,0,0
"4449","PITHD1","PITHD1","Q9GZP4",0,0,0,94127,0
"4450","C19orf33","IMUP","Q9GZP8",0,0,0,0,0
"4451","DERL2","DERL2","Q9GZP9",0,0,0,0,0
"4452","COMMD5","COMMD5","Q9GZQ3",0,0,0,0,0
"4453","SKIC8","WDR61","Q9GZS3",4957,0,0,0,0
"4454","SLIRP","SLIRP","Q9GZT3",0,0,0,0,0
"4455","NIF3L1","NIF3L1","Q9GZT8",0,0,0,0,0
