"","Suggested.Symbol","name","ID","C1","C2","C3","C4","C5"
"1","NUDT11","NUDT11","Q96G61",0,0,0,25724,0
"2","IGKV3-7","IGKV3-7","A0A075B6H7",0,345220,0,0,0
"3","IGLV4-69","IGLV4-69","A0A075B6H9",143180,96316,321370,94677,0
"4","IGLV8-61","IGLV8-61","A0A075B6I0",0,243900,0,0,0
"5","IGLV4-60","IGLV4-60","A0A075B6I1",119090,0,0,0,0
"6","IGLV10-54","IGLV10-54","A0A075B6I4",63045,0,0,0,0
"7","IGLV7-46","IGLV7-46","A0A075B6I9",0,481540,0,0,185450
"8","IGLV5-37","IGLV5-37","A0A075B6J1",0,0,0,157910,0
"9","IGLV2-18","IGLV2-18","A0A075B6J9",79441,69539,112650,0,0
"10","IGLV3-16","IGLV3-16","A0A075B6K0",0,52358,0,1675200,323310
"11","IGLV3-12","IGLV3-12","A0A075B6K2",0,0,0,0,0
"12","IGLV3-10","IGLV3-10","A0A075B6K4",942390,240790,1296100,0,1944700
"13","IGLV3-9","IGLV3-9","A0A075B6K5",428160,224070,0,0,201680
"14","IGKV2D-28","IGKV2D-28","A0A075B6P5",46520,49230,0,0,0
"15","IGHV3-64","IGHV3-64","A0A075B6Q5",0,47871,0,0,0
"16","IGHV4-4","IGHV4-4","A0A075B6R2",0,0,23831,0,0
"17","IGKV2-24","IGKV2-24","A0A0C4DH68",441880,604170,97020,0,383290
"18","IGKV2D-29","IGKV2D-29","A0A075B6S2",3543900,1754200,3242900,217240,1009200
"19","IGKV1D-17","IGKV1D-17","A0A075B6S4",0,0,0,0,0
"20","IGKV1-27","IGKV1-27","A0A075B6S5",192580,44106,169800,95421,56610
"21","IGKV1D-37","IGKV1D-37","P0DSN7",0,60804,0,0,0
"22","IGHV3OR16-12","IGHV3OR16-12","A0A075B7B8",0,956290,0,0,0
"23","IGHV1OR15-1","IGHV1OR15-1","A0A075B7D0",0,0,76712,0,0
"24","IGHV3OR15-7","IGHV3OR15-7","A0A075B7D8",212830,127250,365150,0,0
"25","IGHV4-31","IGHV4-31","A0A087WSY4",0,0,0,0,0
"26","IGKV1D-8","IGKV1D-8","A0A087WSZ0",29822,0,17654,0,0
"27","TMEM265","TMEM265","A0A087WTH1",0,0,0,0,0
"28","IGKV2-40","IGKV2-40","P01614",0,0,18253,0,0
"29","IGHV1-45","IGHV1-45","A0A0A0MS14",0,0,0,0,0
"30","IGHV3-49","IGHV3-49","A0A0A0MS15",386870,151160,326930,0,80339
"31","IGKV6D-21","IGKV6D-21","A0A0A0MT36",91591,28404,155110,0,69466
"32","IGLV1-36","IGLV1-36","A0A0B4J1U3",105800,0,96127,0,26650
"33","IGHV6-1","IGHV6-1","A0A0B4J1U7",245520,110650,291420,0,0
"34","IGHV3-15","IGHV3-15","A0A0B4J1V0",257350,41709,149030,94934,85134
"35","IGHV3-21","IGHV3-21","A0A0B4J1V1",3388600,1435100,1411400,0,166750
"36","IGHV2-26","IGHV2-26","A0A0B4J1V2",189970,0,61710,451790,0
"37","IGHV3-73","IGHV3-73","A0A0B4J1V6",34206,0,0,0,0
"38","IGHV3-74","IGHV3-74","A0A0B4J1X5",159900,140250,116950,0,0
"39","IGHV3-43","IGHV3-43","A0A0B4J1X8",73737,0,0,0,0
"40","IGLV9-49","IGLV9-49","A0A0B4J1Y8",0,0,0,0,0
"41","IGHV3-72","IGHV3-72","A0A0B4J1Y9",534760,275070,854670,0,73468
"42","P0DPI2","P0DPI2","P0DPI2",0,0,0,0,0
"43","IGKV1D-13","IGKV1D-13","P0DP09",132060,31658,20469,72276,86002
"44","SIK1","SIK1","P57059",0,0,0,0,0
"45","IGHV1-69-2","IGHV1-69-2","A0A0B4J2H0",33218,0,0,0,0
"46","IGKV6-21","IGKV6-21","A0A0C4DH24",84576,0,114950,0,0
"47","IGKV3D-20","IGKV3D-20","A0A0C4DH25",0,173840,0,0,0
"48","IGHV1-3","IGHV1-3","A0A0C4DH29",371310,270960,0,0,0
"49","IGHV1-18","IGHV1-18","A0A0C4DH31",269200,0,0,0,0
"50","IGHV3-20","IGHV3-20","A0A0C4DH32",0,0,0,0,0
"51","IGHV1-24","IGHV1-24","A0A0C4DH33",252510,20458,232880,0,118290
"52","IGHV4-28","IGHV4-28","A0A0C4DH34",0,68932,0,0,0
"53","IGHV3-35","IGHV3-35","A0A0C4DH35",62293,157410,0,0,0
"54","IGHV3-38","IGHV3-38","A0A0C4DH36",100900,79307,0,0,100940
"55","IGHV5-51","IGHV5-51","A0A0C4DH38",1437300,450710,1086000,0,0
"56","IGHV1-58","IGHV1-58","A0A0C4DH39",0,0,0,0,0
"57","IGHV4-61","IGHV4-61","A0A0C4DH41",0,0,0,0,0
"58","A0A0C4DH43","A0A0C4DH43","A0A0C4DH43",134790,211940,594400,0,0
"59","IGKV1-8","IGKV1-8","A0A0C4DH67",763310,239540,90334,185890,117140
"60","IGKV1-6","IGKV1-6","A0A0C4DH72",0,34985,0,0,0
"61","IGKV1-12","IGKV1-12","A0A0C4DH73",41726,0,0,54707,161470
"62","HLA-DRA","HLA-DRA","P01903",1990.5,865820,0,5451000,0
"63","A0A0G2JRQ6","A0A0G2JRQ6","A0A0G2JRQ6",0,0,0,182380,0
"64","IGLV5-45","IGLV5-45","A0A0G2JS06",10390,0,23242,316610,259970
"65","A0A0J9YVY3","A0A0J9YVY3","A0A0J9YVY3",0,0,0,0,0
"66","A0A0J9YX35","A0A0J9YX35","A0A0J9YX35",314100,178080,0,0,12829
"67","A0A0J9YXX1","A0A0J9YXX1","A0A0J9YXX1",0,0,0,0,0
"68","A0A0J9YY99","A0A0J9YY99","A0A0J9YY99",0,0,72245,0,0
"69","A0A1B0GV96","A0A1B0GV96","A0A1B0GV96",0,191600,0,2079300,0
"70","A0A1B0GWB2","A0A1B0GWB2","A0A1B0GWB2",0,0,0,52316,0
"71","RBM47","RBM47","A0AV96",0,0,0,0,0
"72","TTC26","TTC26","A0AVF1",0,0,0,0,0
"73","UBA6","UBA6","A0AVT1",56749,0,0,64401,0
"74","ESYT2","ESYT2","A0FGR8",110360,0,499290,0,0
"75","IGLC7","IGLC7","A0M8Q6",72344,0,57333,313370,210580
"76","GXYLT2","GXYLT2","A0PJZ3",0,0,0,0,0
"77","SLC22A23","SLC22A23","A1A5C7",0,0,0,0,0
"78","ARHGEF37","ARHGEF37","A1IGU5",0,0,0,101630,0
"79","ILVBL","ILVBL","A1L0T0",145730,0,497500,0,124640
"80","PLEKHG3","PLEKHG3","A1L390",0,0,0,80999,0
"81","SSC5D","SSC5D","A1L4H1",0,0,0,0,0
"82","NBAS","NBAS","A2RRP1",0,0,0,0,0
"83","FAM234B","KIAA1467","A2RU67",0,0,0,0,0
"84","WDR91","WDR91","A4D1P6",25587,0,0,0,0
"85","KLRG2","KLRG2","A4D1S0",0,0,0,0,0
"86","VPS37C","VPS37C","A5D8V6",0,41946,0,97905,0
"87","PEDS1","TMEM189","A5PLL7",0,0,0,0,0
"88","CNOT1","CNOT1","A5YKK6",0,0,0,0,0
"89","CARNS1","CARNS1","A5YM72",0,0,0,0,0
"90","CDHR4","CDHR4","A6H8M9",0,41130,0,0,0
"91","GOLGA8O","GOLGA8O","A6NCC3",0,0,0,469570,0
"92","PALM3","PALM3","A6NDB9",0,0,0,0,0
"93","RIMOC1","C5orf51","A6NDU8",0,0,0,0,0
"94","BTBD17","BTBD17","A6NE02",0,0,0,0,0
"95","TMEM221","TMEM221","A6NGB7",0,0,0,0,0
"96","TUBAL3","TUBAL3","A6NHL2",0,0,0,0,0
"97","SMCHD1","SMCHD1","A6NHR9",0,0,0,0,0
"98","CASTOR2","GATSL2","A6NHX0",0,0,0,0,0
"99","LILRA5","LILRA5","A6NI73",0,0,0,0,0
"100","CCDC69","CCDC69","A6NI79",0,0,61209,0,0
"101","CD8B","CD8B","P10966",0,0,0,0,0
"102","LRRC30","LRRC30","A6NM36",0,0,0,0,0
"103","SNTN","SNTN","A6NMZ2",0,0,0,515500,0
"104","C19orf38","HIDE1","A8MVS5",0,0,0,0,0
"105","ELAPOR2","KIAA1324L","A8MWY0",0,0,0,0,0
"106","NUDT19","NUDT19","A8MXV4",0,0,0,0,0
"107","UPK3BL1","UPK3BL","B0FP48",0,0,0,0,0
"108","MYO1G","MYO1G","B0I1T2",0,0,0,75146,0
"109","ESPN","ESPN","B1AK53",0,0,0,1578200,0
"110","SMIM1","SMIM1","B2RUZ4",66348,0,39148,43070,0
"111","GPR89B","GPR89B","P0CG08",0,0,14137,0,0
"112","IGLL5","IGLL5","B9A064",34817000,29949000,42150000,15722000,35805000
"113","RASA4","RASA4","O43374",0,0,0,0,0
"114","INAFM1","INAFM1","C9JVW0",0,0,16456,0,0
"115","PROB1","PROB1","E7EW31",0,0,0,0,0
"116","NACA","NACA","E9PAV3",46049,0,22883,0,0
"117","STMND1","STMND1","H3BQB6",0,6454.4,0,444170,0
"118","SMIM22","SMIM22","K7EJ46",0,428740,0,794780,0
"119","AGPS","AGPS","O00116",0,0,0,0,0
"120","KIF2A","KIF2A","O00139",0,0,0,19135,0
"121","DDX39A","DDX39A","O00148",0,0,0,0,0
"122","PDLIM1","PDLIM1","O00151",0,0,0,35618,0
"123","ACOT7","ACOT7","O00154",15821,0,26319,0,0
"124","MYO1C","MYO1C","O00159",1125200,411350,813750,17239000,0
"125","MYO1F","MYO1F","O00160",0,0,0,0,0
"126","SNAP23","SNAP23","O00161",50197,316740,17563,2059800,0
"127","EYA2","EYA2","O00167",0,0,0,0,0
"128","FXYD1","FXYD1","O00168",0,0,0,0,0
"129","AIP","AIP","O00170",0,0,0,0,0
"130","GTPBP1","GTPBP1","O00178",20706,0,26287,20907,0
"131","LGALS9","LGALS9","O00182",0,244380,0,671440,0
"132","STXBP3","STXBP3","O00186",602510,57961,1034200,54699,0
"133","MASP2","MASP2","O00187",299020,0,155440,0,0
"134","ARVCF","ARVCF","O00192",0,0,0,0,0
"135","RAB27B","RAB27B","O00194",0,0,0,148760,0
"136","AP3B1","AP3B1","O00203",0,0,0,0,0
"137","TLR4","TLR4","O00206",0,0,0,0,0
"138","LGALS8","LGALS8","O00214",3243.3,0,0,0,0
"139","PSMD11","PSMD11","O00231",233560,0,298620,0,0
"140","PSMD12","PSMD12","O00232",193670,0,362640,0,0
"141","PSMD9","PSMD9","O00233",0,0,0,8660.7,0
"142","SIRPB1","SIRPB1","O00241",0,0,0,0,0
"143","ATOX1","ATOX1","O00244",0,0,0,75926,0
"144","PGRMC1","PGRMC1","O00264",2099400,0,8231200,0,549260
"145","SUPT5H","SUPT5H","O00267",0,0,0,0,0
"146","DFFA","DFFA","O00273",0,0,0,0,0
"147","HIP1","HIP1","O00291",0,0,0,0,0
"148","LEFTY1","LEFTY1","O75610",0,0,0,0,0
"149","CLIC1","CLIC1","O00299",1251400,2094100,2500800,34326000,110560
"150","EIF3F","EIF3F","O00303",47421,0,23031,0,0
"151","PIK3CD","PIK3CD","O00329",0,0,0,0,0
"152","PDHX","PDHX","O00330",0,0,0,0,0
"153","MATN2","MATN2","O00339",32010,0,53691,0,0
"154","QSOX1","QSOX1","O00391",285690,0,122190,904280,79060
"155","SLC33A1","SLC33A1","O00400",0,0,0,0,0
"156","WASL","WASL","O00401",0,0,0,0,0
"157","IPO5","IPO5","O00410",666690,0,1056700,69250,0
"158","SAP18","SAP18","O00422",0,0,0,0,0
"159","IGF2BP3","IGF2BP3","O00425",0,0,0,0,0
"160","DNM1L","DNM1L","O00429",0,0,6187.8,0,0
"161","RTCA","RTCA","O00442",0,0,0,3769.9,0
"162","LST1","LST1","O00453",0,0,0,0,0
"163","GOLIM4","GOLIM4","O00461",15668,0,0,0,0
"164","MANBA","MANBA","O00462",0,0,0,0,0
"165","AGRN","AGRN","O00468",0,0,0,0,0
"166","PLOD2","PLOD2","O00469",0,0,12196,0,25759
"167","EXOC5","EXOC5","O00471",0,0,0,0,0
"168","BTN3A3","BTN3A3","O00478",5145.8,0,0,140110,0
"169","BTN3A1","BTN3A1","O00481",0,0,0,48489,0
"170","NDUFA4","NDUFA4","O00483",0,0,0,0,0
"171","PSMD14","PSMD14","O00487",167020,0,82682,0,0
"172","BIN1","BIN1","O00499",0,0,0,55573,0
"173","CLDN5","CLDN5","O00501",0,0,0,0,0
"174","KPNA3","KPNA3","O00505",0,0,0,0,0
"175","STK25","STK25","O00506",0,0,0,853370,0
"176","KRIT1","KRIT1","O00522",8128.9,0,0,1413600,0
"177","VWA5A","VWA5A","O00534",0,0,0,754370,0
"178","EBAG9","EBAG9","O00559",0,0,0,0,0
"179","SDCBP","SDCBP","O00560",3195500,7580700,3060300,5399900,0
"180","NOP56","NOP56","O00567",0,0,0,0,0
"181","DDX3X","DDX3X","O00571",229990,0,151190,209150,0
"182","RNASET2","RNASET2","O00584",0,0,0,0,0
"183","CCL21","CCL21","O00585",0,0,0,0,0
"184","PODXL","PODXL","O00592",0,858410,0,31888000,0
"185","FCN1","FCN1","O00602",4523.9,14865,45770,859550,0
"186","KPNA4","KPNA4","O00629",13508,0,110330,75206,0
"187","PPP6C","PPP6C","O00743",16027,0,16427,42709,0
"188","MAN2B1","MAN2B1","O00754",0,0,0,0,0
"189","FBP2","FBP2","O00757",0,0,0,0,0
"190","ACACB","ACACB","O00763",0,0,0,0,0
"191","PDXK","PDXK","O00764",0,0,8805.7,348390,0
"192","SCD","SCD","O00767",35901,0,199720,0,65248
"193","CLDN4","CLDN4","O14493",0,0,0,0,0
"194","PLPP1","PPAP2A","O14494",0,0,0,0,0
"195","PLPP3","PPAP2B","O14495",21662,0,46439,0,0
"196","ISLR","ISLR","O14498",0,0,0,0,0
"197","SDHD","SDHD","O14521",0,0,0,0,0
"198","C2CD2L","C2CD2L","O14523",0,0,0,0,0
"199","DPYSL4","DPYSL4","O14531",0,0,0,0,0
"200","TRAFD1","TRAFD1","O14545",0,0,0,0,0
"201","HSPB6","HSPB6","O14558",0,0,0,0,0
"202","NDUFAB1","NDUFAB1","O14561",0,0,0,0,0
"203","CYB561D2","CYB561D2","O14569",0,0,0,0,0
"204","COPE","COPE","O14579",0,0,0,38579,0
"205","NCAN","NCAN","O14594",0,0,0,0,0
"206","CTDSP2","CTDSP2","O14595",0,0,0,651430,0
"207","EIF1AX","EIF1AX","P47813",0,0,0,0,0
"208","AP3D1","AP3D1","O14617",0,0,29465,0,0
"209","CCS","CCS","O14618",0,0,0,0,0
"210","GPR171","GPR171","O14626",0,0,0,0,0
"211","ENPP3","ENPP3","O14638",0,91305,0,47073000,0
"212","GOSR2","GOSR2","O14653",65787,0,105920,0,0
"213","TOR1A","TOR1A","O14656",0,0,0,0,0
"214","TOR1B","TOR1B","O14657",0,0,0,0,0
"215","STX16","STX16","O14662",9882.6,0,80682,0,0
"216","ADAM10","ADAM10","O14672",436950,201460,710810,400680,0
"217","TP53I11","TP53I11","O14683",0,0,0,0,0
"218","PTGES","PTGES","O14684",0,0,0,0,0
"219","ITGB1BP1","ITGB1BP1","O14713",0,0,0,263060,0
"220","ACOT8","ACOT8","O14734",0,0,0,0,0
"221","CDIPT","CDIPT","O14735",13985,0,51448,0,0
"222","PDCD5","PDCD5","O14737",0,0,0,0,0
"223","PRMT5","PRMT5","O14744",63400,39142,0,0,0
"224","SLC9A3R1","SLC9A3R1","O14745",25007,3500200,140240,57657000,0
"225","HSD17B6","HSD17B6","O14756",45552,0,102650,0,0
"226","TNFRSF10B","TNFRSF10B","O14763",15451,0,22372,0,0
"227","TPP1","TPP1","O14773",7800.1,0,0,21900,0
"228","TCERG1","TCERG1","O14776",0,0,0,0,0
"229","NRP1","NRP1","O14786",138940,0,291400,0,0
"230","TNPO2","TNPO2","O14787",0,0,0,0,0
"231","APOL1","APOL1","O14791",1334400,558930,860000,0,1249500
"232","HS3ST1","HS3ST1","O14792",227380,0,368880,0,0
"233","TNFRSF10C","TNFRSF10C","O14798",0,0,0,78827,0
"234","MRAS","MRAS","O14807",0,0,0,0,0
"235","TSPAN4","TSPAN4","O14817",318210,0,383220,0,0
"236","PSMA7","PSMA7","O14818",314970,72255,382660,56451,0
"237","SCAMP3","SCAMP3","O14828",420190,0,469300,0,0
"238","OPLAH","OPLAH","O14841",85068,0,0,0,0
"239","IFIT3","IFIT3","O14879",0,0,0,0,0
"240","MGST3","MGST3","O14880",0,0,0,0,0
"241","IRF6","IRF6","O14896",0,0,0,24286,0
"242","TAX1BP3","TAX1BP3","O14907",0,0,27335,0,0
"243","GIPC1","GIPC1","O14908",733390,0,43788,1337100,0
"244","IKBKB","IKBKB","O14920",0,0,0,8688.5,0
"245","TIMM23","TIMM23","O14925",0,0,0,0,0
"246","HAT1","HAT1","O14929",0,0,0,0,0
"247","UBE2L6","UBE2L6","O14933",0,0,0,18129,0
"248","CASK","CASK","O14936",800440,0,1187000,0,0
"249","PLD2","PLD2","O14939",0,0,0,0,0
"250","MYL12B","MYL12B","O14950",106710,0,185780,2328200,0
"251","HGS","HGS","O14964",0,0,6747.3,333420,0
"252","RAB29","RAB29","O14966",0,0,10176,0,0
"253","CLGN","CLGN","O14967",0,0,0,0,0
"254","PPP1R12A","PPP1R12A","O14974",0,0,0,34672,0
"255","GAK","GAK","O14976",0,0,0,0,0
"256","HNRNPDL","HNRNPDL","O14979",488740,0,0,0,0
"257","XPO1","XPO1","O14980",308140,0,347070,309960,0
"258","ATP2A1","ATP2A1","O14983",0,0,0,0,0
"259","PIP5K1B","PIP5K1B","O14986",0,0,0,672290,0
"260","ARHGEF10","ARHGEF10","O15013",0,0,0,0,0
"261","SPTBN2","SPTBN2","O15020",0,0,0,0,0
"262","MAST4","MAST4","O15021",0,0,0,0,0
"263","SEC16A","SEC16A","O15027",0,0,0,0,0
"264","PLXNB2","PLXNB2","O15031",434250,156290,810350,98413,0
"265","U2SURP","U2SURP","O15042",26486,0,0,0,0
"266","PFAS","PFAS","O15067",26312,0,93088,127370,0
"267","ANKRD28","ANKRD28","O15084",56142,0,20765,0,0
"268","CHUK","CHUK","O15111",0,0,0,0,0
"269","LSM1","LSM1","O15116",0,0,0,9947.6,0
"270","FYB1","FYB","O15117",0,0,0,0,0
"271","NPC1","NPC1","O15118",0,0,40047,0,0
"272","AGPAT2","AGPAT2","O15120",0,0,0,0,0
"273","DEGS1","DEGS1","O15121",0,0,0,0,0
"274","SCAMP1","SCAMP1","O15126",120040,0,496340,218950,0
"275","SCAMP2","SCAMP2","O15127",139270,0,449140,0,0
"276","ARPC1B","ARPC1B","O15143",169290,0,253710,3836500,0
"277","ARPC2","ARPC2","O15144",294050,0,397910,4479400,0
"278","ARPC3","ARPC3","O15145",26100,0,93158,372040,0
"279","BET1","BET1","O15155",0,0,40676,0,0
"280","POLR1C","POLR1C","O15160",0,0,0,0,0
"281","PLSCR1","PLSCR1","O15162",829340,782080,460710,1330700,0
"282","PGRMC2","PGRMC2","O15173",220190,0,681330,0,30428
"283","VILL","VILL","O15195",0,0,0,53304,0
"284","EPHB6","EPHB6","O15197",0,0,0,0,0
"285","ADAMDEC1","ADAMDEC1","O15204",0,0,0,0,0
"286","PFDN6","PFDN6","O15212",0,0,0,0,0
"287","GSTA4","GSTA4","O15217",21255,0,164850,0,0
"288","GNPAT","GNPAT","O15228",0,0,0,0,0
"289","LAMA5","LAMA5","O15230",0,0,0,665720,0
"290","ZNF185","ZNF185","O15231",3902.5,0,0,63696,0
"291","MATN3","MATN3","O15232",0,0,0,0,0
"292","VGF","VGF","O15240",0,0,0,0,0
"293","LEPROT","LEPROT","O15243",26007,0,63529,0,0
"294","CLIC2","CLIC2","O15247",0,0,0,0,0
"295","RER1","RER1","O15258",601190,0,968690,0,12991
"296","NPHP1","NPHP1","O15259",0,0,0,18004,0
"297","SURF4","SURF4","O15260",680760,0,1375500,0,110060
"298","MAPK13","MAPK13","O15264",0,0,0,110730,0
"299","SPTLC1","SPTLC1","O15269",42827,0,0,0,0
"300","SPTLC2","SPTLC2","O15270",6761.9,0,95924,187230,0
"301","OGT","OGT","O15294",4429.9,0,0,0,0
"302","PMM2","PMM2","O15305",19820,0,0,28309,0
"303","TM9SF1","TM9SF1","O15321",0,0,0,0,0
"304","INPP4B","INPP4B","O15327",0,0,0,0,0
"305","MID1","MID1","O15344",0,0,0,0,0
"306","PPM1G","PPM1G","O15355",0,0,0,0,0
"307","INPPL1","INPPL1","O15357",0,0,0,0,0
"308","EIF3D","EIF3D","O15371",16527,0,0,0,0
"309","EIF3H","EIF3H","O15372",37717,0,41394,55191,5632.4
"310","SLC16A4","SLC16A4","O15374",0,0,0,0,0
"311","BCAT2","BCAT2","O15382",0,0,0,0,0
"312","SIGLEC5","SIGLEC5","O15389",0,0,0,0,0
"313","TMPRSS2","TMPRSS2","O15393",0,15204,0,0,0
"314","IPO8","IPO8","O15397",0,0,0,0,0
"315","STX7","STX7","O15400",55870,22553,211130,0,0
"316","SLC16A3","SLC16A3","O15427",116240,49536,441290,0,0
"317","SLC31A1","SLC31A1","O15431",104830,0,471900,0,0
"318","ABCC3","ABCC3","O15438",0,0,0,0,0
"319","ABCC4","ABCC4","O15439",30188,0,209420,0,0
"320","ABCC5","ABCC5","O15440",0,0,0,0,0
"321","TLR3","TLR3","O15455",0,0,0,0,0
"322","P4HA2","P4HA2","O15460",754010,0,1283100,6546500,0
"323","CAPN5","CAPN5","O15484",335020,0,979460,325390,0
"324","YKT6","YKT6","O15498",228160,33329,0,248710,0
"325","ARPC5","ARPC5","O15511",5200.8,0,55912,123340,0
"326","PDPK1","PDPK1","O15530",0,0,0,186740,0
"327","TAPBP","TAPBP","O15533",63011,0,208080,0,0
"328","CLDN3","CLDN3","O15551",29508,98633,47374,0,0
"329","KCNN4","KCNN4","O15554",0,0,0,0,0
"330","DHX15","DHX15","O43143",3472,0,0,0,0
"331","ZZEF1","ZZEF1","O43149",53757,0,0,0,0
"332","ASAP2","ASAP2","O43150",0,0,0,26631,0
"333","FLRT2","FLRT2","O43155",0,0,0,0,0
"334","TTI1","TTI1","O43156",0,0,0,0,0
"335","PLXNB1","PLXNB1","O43157",11207,0,0,0,0
"336","SIPA1L1","SIPA1L1","O43166",0,0,0,39261,0
"337","CYB5B","CYB5B","O43169",40120,0,201540,0,0
"338","ST8SIA3","ST8SIA3","O43173",0,0,0,0,0
"339","PHGDH","PHGDH","O43175",211130,33456,174460,194400,0
"340","GPR39","GPR39","O43194",0,0,0,0,0
"341","DYNC1LI2","DYNC1LI2","O43237",137050,0,152010,48326,0
"342","PSMD3","PSMD3","O43242",210480,0,318720,0,0
"343","SLC7A4","SLC7A4","O43246",0,0,0,23718,0
"344","PAPSS1","PAPSS1","O43252",0,0,0,203890,0
"345","ZW10","ZW10","O43264",35184,0,77919,0,0
"346","B4GALT5","B4GALT5","O43286",0,0,0,0,0
"347","SPINT2","SPINT2","O43291",16932,0,37076,0,0
"348","GPAA1","GPAA1","O43292",0,0,0,0,0
"349","SRGAP3","SRGAP3","O43295",0,0,0,199290,0
"350","AP5Z1","AP5Z1","O43299",0,0,0,0,0
"351","HSPA12A","HSPA12A","O43301",0,0,0,0,0
"352","MTSS1","MTSS1","O43312",0,0,0,0,0
"353","PPIP5K2","PPIP5K2","O43314",2723200,0,1488600,145560,17097000
"354","EEF1E1","EEF1E1","O43324",0,0,112160,0,0
"355","HNRNPR","HNRNPR","O43390",0,0,0,0,0
"356","TXNL1","TXNL1","O43396",35538,0,89977,144830,0
"357","TPD52L2","TPD52L2","O43399",13077,0,0,0,0
"358","EMC8","EMC8","O43402",0,0,0,0,0
"359","ERI3","ERI3","O43414",0,0,0,50598,0
"360","GRID2","GRID2","O43424",0,0,0,0,0
"361","FIBP","FIBP","O43427",50533,0,27051,16453,0
"362","MGAM","MGAM","O43451",0,0,0,0,0
"363","AKR7A2","AKR7A2","O43488",50917,17254,108190,386090,0
"364","PROM1","PROM1","O43490",0,3685400,0,7163300,0
"365","EPB41L2","EPB41L2","O43491",1568000,112230,2461900,291090,0
"366","TGOLN2","TGOLN2","O43493",756600,0,1101500,0,0
"367","B4GAT1","B4GAT1","O43505",0,0,0,0,0
"368","ATP8B1","ATP8B1","O43520",0,0,0,871350,0
"369","TGM5","TGM5","O43548",15894,43285,0,0,0
"370","LAT","LAT","O43561",0,0,0,0,0
"371","RGS14","RGS14","O43566",0,0,0,68927,0
"372","CA12","CA12","O43570",0,10968,0,0,0
"373","SYT7","SYT7","O43581",78193,0,0,0,0
"374","DENR","DENR","O43583",0,0,0,177000,0
"375","XPOT","XPOT","O43592",0,0,8152.2,0,0
"376","DNPH1","DNPH1","O43598",0,0,0,288950,0
"377","SPRY1","SPRY1","O43609",0,0,0,0,0
"378","TIMM44","TIMM44","O43615",0,0,0,0,0
"379","TRAPPC3","TRAPPC3","O43617",2896.2,0,13381,0,0
"380","CHMP2A","CHMP2A","O43633",0,292440,67169,57915,0
"381","TSPAN6","TSPAN6","O43657",1102100,0,1288300,0,0
"382","PLRG1","PLRG1","O43660",0,0,0,0,0
"383","NDUFB5","NDUFB5","O43674",0,0,0,0,0
"384","NDUFA2","NDUFA2","O43678",0,0,0,0,0
"385","GET3","ASNA1","O43681",16781,0,32236,57301,0
"386","BUB3","BUB3","O43684",0,0,0,0,0
"387","PLPP2","PPAP2C","O43688",0,0,0,0,0
"388","ACTN4","ACTN4","O43707",540370,55915,946600,38908000,0
"389","GSTZ1","GSTZ1","O43708",0,0,0,63536,0
"390","HTATSF1","HTATSF1","O43719",0,28429,0,0,0
"391","PRKAB2","PRKAB2","O43741",0,0,0,0,0
"392","AP1G1","AP1G1","O43747",0,0,0,118970,0
"393","STX6","STX6","O43752",0,0,0,0,0
"394","SGTA","SGTA","O43765",0,0,0,0,0
"395","NARS1","NARS","O43776",70892,0,191860,131950,0
"396","MYO1B","MYO1B","O43795",2553900,0,4349500,1921900,0
"397","NUDT21","NUDT21","O43809",7669.4,0,0,0,0
"398","LANCL1","LANCL1","O43813",0,0,0,0,0
"399","STRN","STRN","O43815",0,0,0,0,0
"400","AKAP8","AKAP8","O43823",0,0,0,0,0
"401","IDH3B","IDH3B","O43837",0,0,0,0,0
"402","NRDC","NRD1","O43847",13197,0,57578,0,0
"403","CALU","CALU","O43852",14500,0,274950,0,109850
"404","EDIL3","EDIL3","O43854",91409,29559,163260,0,0
"405","ATP9B","ATP9B","O43861",0,0,13570,0,0
"406","AHCYL1","AHCYL1","O43865",235350,0,236130,209250,0
"407","CD5L","CD5L","O43866",8395300,15966000,17108000,55335,77683
"408","XPNPEP2","XPNPEP2","O43895",0,0,0,0,0
"409","EXTL3","EXTL3","O43909",0,0,0,0,0
"410","TYROBP","TYROBP","O43914",0,0,0,146680,0
"411","NDUFS5","NDUFS5","O43920",0,0,0,0,0
"412","KALRN","KALRN","O60229",0,25303,0,2651800,0
"413","ZNRD2","SSSCA1","O60232",0,0,0,0,0
"414","GMFG","GMFG","O60234",0,0,0,0,0
"415","PPP1R12B","PPP1R12B","O60237",0,0,0,0,0
"416","PLIN1","PLIN1","O60240",6178.5,0,0,0,0
"417","PCDH7","PCDH7","O60245",0,0,0,0,0
"418","PRPSAP2","PRPSAP2","O60256",0,0,34429,30656,0
"419","GNG7","GNG7","O60262",0,0,0,480160,0
"420","SMARCA5","SMARCA5","O60264",0,0,0,0,0
"421","ADCY3","ADCY3","O60266",0,10420,0,124170,0
"422","GPRIN2","GPRIN2","O60269",0,0,0,8146.2,0
"423","SPAG9","SPAG9","O60271",0,0,23909,0,0
"424","MGRN1","MGRN1","O60291",176370,0,238320,676550,0
"425","ZFC3H1","ZFC3H1","O60293",0,0,0,0,0
"426","AQR","AQR","O60306",0,0,0,0,0
"427","ATP10A","ATP10A","O60312",0,0,0,82914,0
"428","OPA1","OPA1","O60313",0,0,0,0,0
"429","PIP5K1C","PIP5K1C","O60331",56481,0,81518,521140,0
