"","Suggested.Symbol","ID","cut_sec","p.value_sec","HR_sec","LCL_sec","UCL_sec","adj.p.val_sec","cut_uc","p.value_uc","HR_uc","LCL_uc","UCL_uc","adj.p.val_uc"
"133","HOMER3","Q9NSC5",25532.5,0.0515052673683016,9.48683298050904,0.592820032523218,151.816731997074,0.180891765684357,57172.5,0.121188452036133,3.77866128470133,0.622198334875482,22.9481184763347,0.135904192640521
"134","GIMAP4","Q9NUV9",28479,0.851253335727654,0.817116155359335,0.0986184909584178,6.77032070619236,0.885077971584382,322520,0.0015654022580025,1319164194.53797,0,Inf,0.00396400249203887
"135","ANO10","Q9NW15",13588,0.270249811112287,0.326614828418171,0.0403492728775795,2.64384556485793,0.375479826058664,11375.5,0.00156540225800261,7.5805574842845e-10,0,Inf,0.00396400249203887
"136","STAB1","Q9NY15",92731,0.0294071464156302,5.12711345520504,1.00789775162169,26.0813086845851,0.180891765684357,512700,0.00136128218149778,2.67238648283945e-10,0,Inf,0.00396400249203887
"137","SMPD3","Q9NY59",22743.5,0.00136128218149778,2.67238648283945e-10,0,Inf,0.0409613590844017,69198.5,0.0158595631653904,0.101880419557078,0.0112410495536694,0.923367505816037,0.0279769822131044
"138","FLRT3","Q9NZU0",46758,0.167385252664291,3.84994549626084e-09,0,Inf,0.317311202634681,189380,0.0015654022580025,1319164194.53797,0,Inf,0.00396400249203887
"139","TENM3","Q9P273",3597.1,0.834526332702591,1.18664323295878,0.237788131559693,5.92175123750188,0.885077971584382,3852.35,0.0545649531439122,0.17748023753696,0.0244887774763273,1.286272242321,0.0696479483219042
"140","ABI3","Q9P2A4",47380.5,0.180320499758965,4.47521773879232,0.404898297834535,49.4632205586251,0.329189749559971,689315,0.0015654022580025,1319164194.53797,0,Inf,0.00396400249203887
"141","DPM3","Q9P2X0",46408,0.270249811112287,0.326614828418171,0.0403492728775795,2.64384556485793,0.375479826058664,28174.5,0.106724573970473,0.308364538574792,0.0681460377562498,1.39536635997188,0.122304803747184
"142","COPG2","Q9UBF2",18517.5,0.636744194154177,0.604382330057304,0.0732288492742459,4.9881707073876,0.704005904804266,24068,0.000352012888524378,2.00063690029377e-10,0,Inf,0.00396400249203887
"143","CD300A","Q9UGN4",4252.6,0.233131123566483,0.448991670707212,0.116660348577673,1.72803804225076,0.37348557550957,1399905,0.0015654022580025,1319164194.53797,0,Inf,0.00396400249203887
"144","LAMTOR3","Q9UHA4",76086,0.204367724657522,0.278132222306579,0.0339372187570603,2.27943054611989,0.337744555486641,107281.5,0.00567160175902115,0.071627205100409,0.00634928353139181,0.808037077747483,0.0125414292417792
"145","STOML2","Q9UJZ1",100439.5,0.0515052673683016,9.48683298050904,0.592820032523218,151.816731997074,0.180891765684357,5418.35,0.00156540225800261,7.5805574842845e-10,0,Inf,0.00396400249203887
"146","SLC7A7","Q9UM01",9725.65,0.0515052673683016,9.48683298050904,0.592820032523218,151.816731997074,0.180891765684357,195125,0.0015654022580025,1319164194.53797,0,Inf,0.00396400249203887
"147","PRPF19","Q9UMS4",5076.5,0.742325646578294,1.43286256682165,0.165970995226533,12.3702043998499,0.79282398988294,5326.35,0.031678173915516,0.167457301714982,0.0268569927619169,1.04412091652442,0.0464810589227664
"148","FLVCR2","Q9UPI3",2020.7,0.544297257464241,1.94901502836077,0.216582322413029,17.5391026306015,0.657343610937583,204240,0.0015654022580025,1319164194.53797,0,Inf,0.00396400249203887
"149","CEP164","Q9UPV0",21904,0.260256267247835,0.406814209816166,0.0812183966629618,2.03768860391483,0.375479826058664,452580,0.0182363914432867,10.6340413605149,0.93968861480738,120.34075317633,0.0295166335731548
"150","SIGLEC7","Q9Y286",15505,0.300277039323051,0.484208054985902,0.119328214529116,1.96481143573988,0.413539431348412,529160,0.0015654022580025,1319164194.53797,0,Inf,0.00396400249203887
"151","CNPY2","Q9Y2B0",81588.5,0.0515052673683016,9.48683298050904,0.592820032523218,151.816731997074,0.180891765684357,35503,0.163533184061994,0.316169987970207,0.0572539438863002,1.74596638253597,0.173477769579277
"152","AKAP2","Q9Y2D5",25401,0.25537115490645,0.444255337658979,0.106318548007753,1.8563346540822,0.375479826058664,34788.5,0.00301854800296708,3.98331926634991e-10,0,Inf,0.00718048540099745
"153","GSTK1","Q9Y2Q3",132885,0.270249811112287,0.326614828418171,0.0403492728775795,2.64384556485793,0.375479826058664,71836,0.00645222365692577,0.0804422323460578,0.00813299618679004,0.795641925337128,0.0137800338015797
"154","GPSM3","Q9Y4H4",4367.65,0.121188452036133,3.77866128470133,0.622198334875482,22.9481184763347,0.317311202634681,38010,0.00156540225800261,7.5805574842845e-10,0,Inf,0.00396400249203887
"155","ST14","Q9Y5Y6",13142,0.0015654022580025,1319164194.53797,0,Inf,0.0409613590844017,488350,0.0015654022580025,1319164194.53797,0,Inf,0.00396400249203887
"156","MTCH2","Q9Y6C9",19891.5,0.185138477450238,2.67964631664964,0.589209220860561,12.1866802624823,0.334100470801004,8112.65,0.000352012888524378,2.00063690029377e-10,0,Inf,0.00396400249203887
"157","OAS3","Q9Y6K5",272063.15,0.59928878038224,0.652664395983267,0.131437808555187,3.24085450348444,0.676894521726703,19908,0.0890288459332989,0.286279939192025,0.0621550661848304,1.31857640276782,0.105890369784302
