"","fac","cut","p.value","HR","LCL","UCL","bellow.cut","above.cut"
"2","Epithelial_cells",2.26940889345854,0.118670101562034,4.8056793606972,0.562330098716721,41.0693899731394,3,7
"4","Fibroblasts",1.80475261975621,0.468345571606789,1.74850686521879,0.379455126347752,8.05701661522786,6,4
"41","Macrophages",15.0853178323645,0.117501887683068,0.295239853764479,0.0585891565242538,1.48775944939209,6,4
"3","Peripheral_blood_cells",46.8620092980591,0.355814523720929,0.504434769929549,0.115268323650853,2.20749663961991,5,5
