Patient	Replicate	Size	Number
S3	2	21.32	0
S3	2	22.86	0
S3	2	24.52	0
S3	2	26.29	0
S3	2	28.2	0
S3	2	30.24	1.679
S3	2	32.43	7.355
S3	2	34.77	14.89
S3	2	37.29	19.47
S3	2	39.99	19.25
S3	2	42.89	15.58
S3	2	45.99	10.69
S3	2	49.32	6.262
S3	2	52.89	3.079
S3	2	56.72	1.207
S3	2	60.83	0.3352
S3	2	65.23	0.0485
S3	2	69.95	0
S3	2	75.02	0
S3	2	80.45	0
S3	2	86.27	0
S3	2	92.52	0
S3	2	99.21	0
S3	2	106.4	0
S3	2	114.1	0
S3	2	122.4	0
S3	2	131.2	0
S3	2	140.7	0
S3	2	150.9	0
S3	2	161.8	0
S3	2	173.5	0
S3	2	186.1	0.001019
S3	2	199.6	0.005222
S3	2	214	0.01285
S3	2	229.5	0.02091
S3	2	246.1	0.02622
S3	2	264	0.02741
S3	2	283.1	0.02428
S3	2	303.6	0.01744
S3	2	325.5	0.0088
S3	2	349.1	0.002247
S3	2	374.4	6.46E-05
S3	2	401.5	0
S3	2	430.6	0
S3	2	461.7	0
S3	2	495.2	0
S3	2	531	7.33E-05
S3	2	569.4	0.0003804
S3	2	610.7	0.0006504
S3	2	654.9	0.0004528
S3	2	702.3	0.0001095
S3	2	753.1	0
S3	2	807.7	0
S3	2	866.1	6.99E-05
S3	2	928.8	0.0004202
S3	2	996.1	0.001135
S3	2	1068	0.001769
S3	2	1146	0.001901
S3	2	1228	0.001819
S3	2	1317	0.001643
S3	2	1413	0.001073
S3	2	1515	0.0003856
S3	2	1625	5.40E-05
S3	2	1742	0
S3	2	1868	0
S3	2	2004	0
S3	2	2149	0
S3	2	2304	0
S3	2	2471	5.97E-07
S3	2	2650	2.87E-06
S3	2	2842	5.13E-06
S3	2	3048	4.48E-06
S3	2	3268	2.15E-06
S3	2	3505	6.39E-07
S3	2	3759	1.06E-07
S3	2	4031	0
S3	2	4323	0
S3	2	4635	0
S3	2	4971	0
S3	2	5331	0
S3	2	5717	0
S3	2	6131	0
S3	2	6575	0
S3	2	7051	0
S3	2	7561	0
S3	2	8108	0
S3	2	8695	0
S3	2	9325	0
S3	2	1.00E+04	0
S3	3	0.3	0
S3	3	0.3217	0
S3	3	0.345	0
S3	3	0.37	0
S3	3	0.3968	0
S3	3	0.4255	0
S3	3	0.4563	0
S3	3	0.4893	0
S3	3	0.5248	0
S3	3	0.5627	0
S3	3	0.6035	0
S3	3	0.6472	0
S3	3	0.694	0
S3	3	0.7443	0
S3	3	0.7982	0
S3	3	0.8559	0
S3	3	0.9179	0
S3	3	0.9844	0
S3	3	1.056	0
S3	3	1.132	0
S3	3	1.214	0
S3	3	1.302	0
S3	3	1.396	0
S3	3	1.497	0
S3	3	1.606	0
S3	3	1.722	0
S3	3	1.846	0
S3	3	1.98	0
S3	3	2.124	0
S3	3	2.277	0
S3	3	2.442	0
S3	3	2.619	0
S3	3	2.809	0
S3	3	3.012	0
S3	3	3.23	0
S3	3	3.464	0
S3	3	3.714	0
S3	3	3.983	0
S3	3	4.272	0
S3	3	4.581	0
S3	3	4.913	0
S3	3	5.268	0
S3	3	5.65	0
S3	3	6.059	0
S3	3	6.497	0
S3	3	6.968	0
S3	3	7.472	0
S3	3	8.013	0
S3	3	8.593	0
S3	3	9.215	0
S3	3	9.882	0
S3	3	10.6	0
S3	3	11.37	0
S3	3	12.19	0
S3	3	13.07	0
S3	3	14.02	0
S3	3	15.03	0
S3	3	16.12	0
S3	3	17.29	0
S3	3	18.54	0
S3	3	19.88	0
S3	3	21.32	0
S3	3	22.86	0
S3	3	24.52	0
S3	3	26.29	0
S3	3	28.2	0
S3	3	30.24	0
S3	3	32.43	2.802
S3	3	34.77	11.94
S3	3	37.29	22.52
S3	3	39.99	25.62
S3	3	42.89	20.12
S3	3	45.99	11.4
S3	3	49.32	4.437
S3	3	52.89	0.9869
S3	3	56.72	0.07178
S3	3	60.83	0
S3	3	65.23	0
S3	3	69.95	0
S3	3	75.02	0
S3	3	80.45	0
S3	3	86.27	0
S3	3	92.52	0
S3	3	99.21	0
S3	3	106.4	0
S3	3	114.1	0
S3	3	122.4	0
S3	3	131.2	0
S3	3	140.7	0
S3	3	150.9	0
S3	3	161.8	0
S3	3	173.5	0
S3	3	186.1	0
S3	3	199.6	0.0001746
S3	3	214	0.002698
S3	3	229.5	0.008814
S3	3	246.1	0.01385
S3	3	264	0.01293
S3	3	283.1	0.007124
S3	3	303.6	0.001753
S3	3	325.5	0
S3	3	349.1	0
S3	3	374.4	0
S3	3	401.5	0.002431
S3	3	430.6	0.009415
S3	3	461.7	0.0157
S3	3	495.2	0.01487
S3	3	531	0.008152
S3	3	569.4	0.001994
S3	3	610.7	0
S3	3	654.9	0
S3	3	702.3	0.0001026
S3	3	753.1	3.88E-04
S3	3	807.7	4.67E-04
S3	3	866.1	1.82E-04
S3	3	928.8	0.00E+00
S3	3	996.1	0
S3	3	1068	0
S3	3	1146	0
S3	3	1228	0
S3	3	1317	0
S3	3	1413	0
S3	3	1515	0
S3	3	1625	0
S3	3	1742	0
S3	3	1868	0
S3	3	2004	0
S3	3	2149	0
S3	3	2304	0
S3	3	2471	0
S3	3	2650	0
S3	3	2842	0
S3	3	3048	0
S3	3	3268	0
S3	3	3505	0
S3	3	3759	0
S3	3	4031	0
S3	3	4323	0
S3	3	4635	0
S3	3	4971	0
S3	3	5331	0
S3	3	5717	0
S3	3	6131	0
S3	3	6575	0
S3	3	7051	0
S3	3	7561	0
S3	3	8108	0
S3	3	8695	0
S3	3	9325	0
S3	3	1.00E+04	0
B3	1	0.3	0
B3	1	0.3217	0
B3	1	0.345	0
B3	1	0.37	0
B3	1	0.3968	0
B3	1	0.4255	0
B3	1	0.4563	0
B3	1	0.4893	0
B3	1	0.5248	0
B3	1	0.5627	0
B3	1	0.6035	0
B3	1	0.6472	0
B3	1	0.694	0
B3	1	0.7443	0
B3	1	0.7982	0
B3	1	0.8559	0
B3	1	0.9179	0
B3	1	0.9844	0
B3	1	1.056	0
B3	1	1.132	0
B3	1	1.214	0
B3	1	1.302	0
B3	1	1.396	0
B3	1	1.497	0
B3	1	1.606	0
B3	1	1.722	0
B3	1	1.846	0
B3	1	1.98	0
B3	1	2.124	0
B3	1	2.277	0
B3	1	2.442	0
B3	1	2.619	0
B3	1	2.809	0
B3	1	3.012	0
B3	1	3.23	0
B3	1	3.464	0
B3	1	3.714	0
B3	1	3.983	0
B3	1	4.272	0
B3	1	4.581	0
B3	1	4.913	0
B3	1	5.268	0
B3	1	5.65	0
B3	1	6.059	0
B3	1	6.497	0
B3	1	6.968	0
B3	1	7.472	0
B3	1	8.013	0
B3	1	8.593	0
B3	1	9.215	0
B3	1	9.882	0
B3	1	10.6	0
B3	1	11.37	0
B3	1	12.19	0
B3	1	13.07	0
B3	1	14.02	0
B3	1	15.03	0
B3	1	16.12	0
B3	1	17.29	0
B3	1	18.54	0
B3	1	19.88	0
B3	1	21.32	0
B3	1	22.86	0
B3	1	24.52	0
B3	1	26.29	0
B3	1	28.2	0
B3	1	30.24	0
B3	1	32.43	0
B3	1	34.77	0
B3	1	37.29	0
B3	1	39.99	0.7675
B3	1	42.89	3.913
B3	1	45.99	9.204
B3	1	49.32	13.88
B3	1	52.89	15.83
B3	1	56.72	14.98
B3	1	60.83	12.37
B3	1	65.23	9.163
B3	1	69.95	6.189
B3	1	75.02	3.856
B3	1	80.45	2.253
B3	1	86.27	1.283
B3	1	92.52	0.7766
B3	1	99.21	0.5626
B3	1	106.4	0.5053
B3	1	114.1	0.5121
B3	1	122.4	0.5288
B3	1	131.2	0.5302
B3	1	140.7	0.5091
B3	1	150.9	0.4684
B3	1	161.8	0.4148
B3	1	173.5	0.3553
B3	1	186.1	0.296
B3	1	199.6	0.2355
B3	1	214	0.17
B3	1	229.5	0.1066
B3	1	246.1	0.05646
B3	1	264	0.02385
B3	1	283.1	0.007004
B3	1	303.6	0.001015
B3	1	325.5	0
B3	1	349.1	0.002809
B3	1	374.4	0.01609
B3	1	401.5	0.0395
B3	1	430.6	0.05762
B3	1	461.7	0.05855
B3	1	495.2	0.04483
B3	1	531	0.02571
B3	1	569.4	0.009853
B3	1	610.7	0.001829
B3	1	654.9	0.00E+00
B3	1	702.3	0
B3	1	753.1	0
B3	1	807.7	0
B3	1	866.1	0
B3	1	928.8	0.00E+00
B3	1	996.1	0
B3	1	1068	0
B3	1	1146	0
B3	1	1228	0
B3	1	1317	0
B3	1	1413	0
B3	1	1515	0
B3	1	1625	0
B3	1	1742	0
B3	1	1868	0
B3	1	2004	0
B3	1	2149	0
B3	1	2304	0
B3	1	2471	0
B3	1	2650	0
B3	1	2842	0
B3	1	3048	0
B3	1	3268	0
B3	1	3505	0
B3	1	3759	0
B3	1	4031	0
B3	1	4323	0
B3	1	4635	0
B3	1	4971	0
B3	1	5331	0
B3	1	5717	0
B3	1	6131	0
B3	1	6575	0
B3	1	7051	0
B3	1	7561	0
B3	1	8108	0
B3	1	8695	0
B3	1	9325	0
B3	1	1.00E+04	0
B3	2	0.3	0
B3	2	0.3217	0
B3	2	0.345	0
B3	2	0.37	0
B3	2	0.3968	0
B3	2	0.4255	0
B3	2	0.4563	0
B3	2	0.4893	0
B3	2	0.5248	0
B3	2	0.5627	0
B3	2	0.6035	0
B3	2	0.6472	0
B3	2	0.694	0
B3	2	0.7443	0
B3	2	0.7982	0
B3	2	0.8559	0
B3	2	0.9179	0
B3	2	0.9844	0
B3	2	1.056	0
B3	2	1.132	0
B3	2	1.214	0
B3	2	1.302	0
B3	2	1.396	0
B3	2	1.497	0
B3	2	1.606	0
B3	2	1.722	0
B3	2	1.846	0
B3	2	1.98	0
B3	2	2.124	0
B3	2	2.277	0
B3	2	2.442	0
B3	2	2.619	0
B3	2	2.809	0
B3	2	3.012	0
B3	2	3.23	0
B3	2	3.464	0
B3	2	3.714	0
B3	2	3.983	0
B3	2	4.272	0
B3	2	4.581	0
B3	2	4.913	0
B3	2	5.268	0
B3	2	5.65	0
B3	2	6.059	0
B3	2	6.497	0
B3	2	6.968	0
B3	2	7.472	0
B3	2	8.013	0
B3	2	8.593	0
B3	2	9.215	0
B3	2	9.882	0
B3	2	10.6	0
B3	2	11.37	0
B3	2	12.19	0
B3	2	13.07	0
B3	2	14.02	0
B3	2	15.03	0
B3	2	16.12	0
B3	2	17.29	0
B3	2	18.54	0
B3	2	19.88	0
B3	2	21.32	0
B3	2	22.86	0
B3	2	24.52	0
B3	2	26.29	0.2559
B3	2	28.2	2.103
B3	2	30.24	6.469
B3	2	32.43	11.55
B3	2	34.77	14.85
B3	2	37.29	15.57
B3	2	39.99	14.17
B3	2	42.89	11.58
B3	2	45.99	8.647
B3	2	49.32	5.964
B3	2	52.89	3.81
B3	2	56.72	2.248
B3	2	60.83	1.215
B3	2	65.23	0.5913
B3	2	69.95	0.2507
B3	2	75.02	0.08727
B3	2	80.45	0.02204
B3	2	86.27	0.002963
B3	2	92.52	0.001939
B3	2	99.21	0.009894
B3	2	106.4	0.02452
B3	2	114.1	0.0413
B3	2	122.4	0.05527
B3	2	131.2	0.06386
B3	2	140.7	0.06678
B3	2	150.9	0.06503
B3	2	161.8	0.06009
B3	2	173.5	0.05341
B3	2	186.1	0.04615
B3	2	199.6	0.0382
B3	2	214	0.02889
B3	2	229.5	0.01925
B3	2	246.1	0.01111
B3	2	264	0.005328
B3	2	283.1	0.001881
B3	2	303.6	0.0003463
B3	2	325.5	0
B3	2	349.1	2.21E-05
B3	2	374.4	0.0007617
B3	2	401.5	0.002827
B3	2	430.6	0.005013
B3	2	461.7	0.00577
B3	2	495.2	0.004955
B3	2	531	0.003271
B3	2	569.4	0.001532
B3	2	610.7	4.21E-04
B3	2	654.9	1.27E-04
B3	2	702.3	0.0001874
B3	2	753.1	0.000173
B3	2	807.7	7.38E-05
B3	2	866.1	1.10E-05
B3	2	928.8	0
B3	2	996.1	0
B3	2	1068	0
B3	2	1146	0
B3	2	1228	0
B3	2	1317	0
B3	2	1413	0
B3	2	1515	0
B3	2	1625	0
B3	2	1742	0
B3	2	1868	0
B3	2	2004	0
B3	2	2149	0
B3	2	2304	0
B3	2	2471	0
B3	2	2650	0
B3	2	2842	0
B3	2	3048	0
B3	2	3268	0
B3	2	3505	0
B3	2	3759	0
B3	2	4031	0
B3	2	4323	0
B3	2	4635	0
B3	2	4971	0
B3	2	5331	0
B3	2	5717	0
B3	2	6131	0
B3	2	6575	0
B3	2	7051	0
B3	2	7561	0
B3	2	8108	0
B3	2	8695	0
B3	2	9325	0
B3	2	1.00E+04	0
B3	3	0.3	0
B3	3	0.3217	0
B3	3	0.345	0
B3	3	0.37	0
B3	3	0.3968	0
B3	3	0.4255	0
B3	3	0.4563	0
B3	3	0.4893	0
B3	3	0.5248	0
B3	3	0.5627	0
B3	3	0.6035	0
B3	3	0.6472	0
B3	3	0.694	0
B3	3	0.7443	0
B3	3	0.7982	0
B3	3	0.8559	0
B3	3	0.9179	0
B3	3	0.9844	0
B3	3	1.056	0
B3	3	1.132	0
B3	3	1.214	0
B3	3	1.302	0
B3	3	1.396	0
B3	3	1.497	0
B3	3	1.606	0
B3	3	1.722	0
B3	3	1.846	0
B3	3	1.98	0
B3	3	2.124	0
B3	3	2.277	0
B3	3	2.442	0
B3	3	2.619	0
B3	3	2.809	0
B3	3	3.012	0
B3	3	3.23	0
B3	3	3.464	0
B3	3	3.714	0
B3	3	3.983	0
B3	3	4.272	0
B3	3	4.581	0
B3	3	4.913	0
B3	3	5.268	0
B3	3	5.65	0
B3	3	6.059	0
B3	3	6.497	0
B3	3	6.968	0
B3	3	7.472	0
B3	3	8.013	0
B3	3	8.593	0
B3	3	9.215	0
B3	3	9.882	0
B3	3	10.6	0
B3	3	11.37	0
B3	3	12.19	0
B3	3	13.07	0
B3	3	14.02	0
B3	3	15.03	0
B3	3	16.12	0
B3	3	17.29	0
B3	3	18.54	0
B3	3	19.88	0
B3	3	21.32	0
B3	3	22.86	0
B3	3	24.52	0
B3	3	26.29	0
B3	3	28.2	0
B3	3	30.24	0
B3	3	32.43	0
B3	3	34.77	0
B3	3	37.29	0
B3	3	39.99	0
B3	3	42.89	0
B3	3	45.99	0
B3	3	49.32	0
B3	3	52.89	1.033
B3	3	56.72	5.085
B3	3	60.83	11.53
B3	3	65.23	16.73
B3	3	69.95	18.24
B3	3	75.02	16.36
B3	3	80.45	12.62
B3	3	86.27	8.539
B3	3	92.52	5.074
B3	3	99.21	2.605
B3	3	106.4	1.109
B3	3	114.1	0.3582
B3	3	122.4	0.07223
B3	3	131.2	0.005511
B3	3	140.7	0
B3	3	150.9	0
B3	3	161.8	0
B3	3	173.5	0
B3	3	186.1	0
B3	3	199.6	0.004807
B3	3	214	0.02163
B3	3	229.5	0.04523
B3	3	246.1	0.06092
B3	3	264	0.06005
B3	3	283.1	0.04366
B3	3	303.6	0.02083
B3	3	325.5	0.004707
B3	3	349.1	0
B3	3	374.4	0.007018
B3	3	401.5	0.03292
B3	3	430.6	0.06972
B3	3	461.7	0.09045
B3	3	495.2	0.08131
B3	3	531	0.05155
B3	3	569.4	0.02078
B3	3	610.7	0.003902
B3	3	654.9	0.001424
B3	3	702.3	0.005586
B3	3	753.1	0.008968
B3	3	807.7	0.006872
B3	3	866.1	0.002066
B3	3	928.8	0.00E+00
B3	3	996.1	0
B3	3	1068	0
B3	3	1146	0
B3	3	1228	0
B3	3	1317	0
B3	3	1413	0
B3	3	1515	0
B3	3	1625	0
B3	3	1742	0
B3	3	1868	0
B3	3	2004	0
B3	3	2149	0
B3	3	2304	0
B3	3	2471	0
B3	3	2650	0
B3	3	2842	0
B3	3	3048	0
B3	3	3268	0
B3	3	3505	0
B3	3	3759	0
B3	3	4031	0
B3	3	4323	0
B3	3	4635	0
B3	3	4971	0
B3	3	5331	0
B3	3	5717	0
B3	3	6131	0
B3	3	6575	0
B3	3	7051	0
B3	3	7561	0
B3	3	8108	0
B3	3	8695	0
B3	3	9325	0
B3	3	1.00E+04	0
U4	1	0.3	0
U4	1	0.3217	0
U4	1	0.345	0
U4	1	0.37	0
U4	1	0.3968	0
U4	1	0.4255	0
U4	1	0.4563	0
U4	1	0.4893	0
U4	1	0.5248	0
U4	1	0.5627	0
U4	1	0.6035	0
U4	1	0.6472	0
U4	1	0.694	0
U4	1	0.7443	0
U4	1	0.7982	0
U4	1	0.8559	0
U4	1	0.9179	0
U4	1	0.9844	0
U4	1	1.056	0
U4	1	1.132	0
U4	1	1.214	0
U4	1	1.302	0
U4	1	1.396	0
U4	1	1.497	0
U4	1	1.606	0
U4	1	1.722	0
U4	1	1.846	0
U4	1	1.98	0
U4	1	2.124	0
U4	1	2.277	0
U4	1	2.442	0
U4	1	2.619	0
U4	1	2.809	0
U4	1	3.012	0
U4	1	3.23	0
U4	1	3.464	0
U4	1	3.714	0
U4	1	3.983	0
U4	1	4.272	0
U4	1	4.581	0
U4	1	4.913	0
U4	1	5.268	0
U4	1	5.65	0
U4	1	6.059	0
U4	1	6.497	0
U4	1	6.968	0
U4	1	7.472	0
U4	1	8.013	0
U4	1	8.593	0
U4	1	9.215	0
U4	1	9.882	0
U4	1	10.6	0
U4	1	11.37	0
U4	1	12.19	0
U4	1	13.07	0
U4	1	14.02	0
U4	1	15.03	0
U4	1	16.12	0
U4	1	17.29	0
U4	1	18.54	0
U4	1	19.88	0
U4	1	21.32	0
U4	1	22.86	0
U4	1	24.52	0
U4	1	26.29	0
U4	1	28.2	0
U4	1	30.24	0
U4	1	32.43	0
U4	1	34.77	0
U4	1	37.29	0
U4	1	39.99	0
U4	1	42.89	0
U4	1	45.99	1.938
U4	1	49.32	7.747
U4	1	52.89	14.41
U4	1	56.72	17.83
U4	1	60.83	17.34
U4	1	65.23	14.28
U4	1	69.95	10.3
U4	1	75.02	6.598
U4	1	80.45	3.744
U4	1	86.27	1.847
U4	1	92.52	0.754
U4	1	99.21	0.2268
U4	1	106.4	0.03662
U4	1	114.1	0.01272
U4	1	122.4	0.0601
U4	1	131.2	0.1395
U4	1	140.7	0.2249
U4	1	150.9	0.2944
U4	1	161.8	0.3381
U4	1	173.5	0.3562
U4	1	186.1	0.354
U4	1	199.6	0.3303
U4	1	214	0.2785
U4	1	229.5	0.2072
U4	1	246.1	0.1355
U4	1	264	0.07658
U4	1	283.1	0.03506
U4	1	303.6	0.01106
U4	1	325.5	0.001713
U4	1	349.1	0
U4	1	374.4	0.002262
U4	1	401.5	0.009694
U4	1	430.6	0.01885
U4	1	461.7	0.02278
U4	1	495.2	0.01941
U4	1	531	0.01184
U4	1	569.4	0.004659
U4	1	610.7	0.0008652
U4	1	654.9	6.02E-05
U4	1	702.3	0.0003174
U4	1	753.1	0.0006285
U4	1	807.7	0.0005458
U4	1	866.1	0.0001745
U4	1	928.8	0.00E+00
U4	1	996.1	0
U4	1	1068	0
U4	1	1146	0
U4	1	1228	0
U4	1	1317	0
U4	1	1413	0
U4	1	1515	0
U4	1	1625	0
U4	1	1742	0
U4	1	1868	0
U4	1	2004	0
U4	1	2149	0
U4	1	2304	0
U4	1	2471	0
U4	1	2650	0
U4	1	2842	0
U4	1	3048	0
U4	1	3268	0
U4	1	3505	0
U4	1	3759	0
U4	1	4031	0
U4	1	4323	0
U4	1	4635	0
U4	1	4971	0
U4	1	5331	0
U4	1	5717	0
U4	1	6131	0
U4	1	6575	0
U4	1	7051	0
U4	1	7561	0
U4	1	8108	0
U4	1	8695	0
U4	1	9325	0
U4	1	1.00E+04	0
U4	2	0.3	0
U4	2	0.3217	0
U4	2	0.345	0
U4	2	0.37	0
U4	2	0.3968	0
U4	2	0.4255	0
U4	2	0.4563	0
U4	2	0.4893	0
U4	2	0.5248	0
U4	2	0.5627	0
U4	2	0.6035	0
U4	2	0.6472	0
U4	2	0.694	0
U4	2	0.7443	0
U4	2	0.7982	0
U4	2	0.8559	0
U4	2	0.9179	0
U4	2	0.9844	0
U4	2	1.056	0
U4	2	1.132	0
U4	2	1.214	0
U4	2	1.302	0
U4	2	1.396	0
U4	2	1.497	0
U4	2	1.606	0
U4	2	1.722	0
U4	2	1.846	0
U4	2	1.98	0
U4	2	2.124	0
U4	2	2.277	0
U4	2	2.442	0
U4	2	2.619	0
U4	2	2.809	0
U4	2	3.012	0
U4	2	3.23	0
U4	2	3.464	0
U4	2	3.714	0
U4	2	3.983	0
U4	2	4.272	0
U4	2	4.581	0
U4	2	4.913	0
U4	2	5.268	0
U4	2	5.65	0
U4	2	6.059	0
U4	2	6.497	0
U4	2	6.968	0
U4	2	7.472	0
U4	2	8.013	0
U4	2	8.593	0
U4	2	9.215	0
U4	2	9.882	0
U4	2	10.6	0
U4	2	11.37	0
U4	2	12.19	0
U4	2	13.07	0
U4	2	14.02	0
U4	2	15.03	0
U4	2	16.12	0
U4	2	17.29	0
U4	2	18.54	0
U4	2	19.88	0
U4	2	21.32	0
U4	2	22.86	0
U4	2	24.52	0
U4	2	26.29	0
U4	2	28.2	0
U4	2	30.24	0
U4	2	32.43	0
U4	2	34.77	0
U4	2	37.29	0
U4	2	39.99	0
U4	2	42.89	0
U4	2	45.99	0
U4	2	49.32	0
U4	2	52.89	0
U4	2	56.72	0
U4	2	60.83	0
U4	2	65.23	0.1824
U4	2	69.95	1.355
U4	2	75.02	4.088
U4	2	80.45	7.447
U4	2	86.27	10.05
U4	2	92.52	11.32
U4	2	99.21	11.33
U4	2	106.4	10.46
U4	2	114.1	9.118
U4	2	122.4	7.625
U4	2	131.2	6.19
U4	2	140.7	4.923
U4	2	150.9	3.865
U4	2	161.8	3.015
U4	2	173.5	2.351
U4	2	186.1	1.843
U4	2	199.6	1.43
U4	2	214	1.047
U4	2	229.5	0.6977
U4	2	246.1	0.4203
U4	2	264	0.2255
U4	2	283.1	0.1015
U4	2	303.6	0.03287
U4	2	325.5	0.005463
U4	2	349.1	0.01668
U4	2	374.4	0.07424
U4	2	401.5	0.1521
U4	2	430.6	0.1981
U4	2	461.7	0.1887
U4	2	495.2	0.1388
U4	2	531	0.07747
U4	2	569.4	0.02915
U4	2	610.7	0.005341
U4	2	654.9	0
U4	2	702.3	0
U4	2	753.1	0
U4	2	807.7	0
U4	2	866.1	0
U4	2	928.8	0
U4	2	996.1	0
U4	2	1068	0
U4	2	1146	0
U4	2	1228	0
U4	2	1317	0
U4	2	1413	0
U4	2	1515	0
U4	2	1625	0
U4	2	1742	0
U4	2	1868	0
U4	2	2004	0
U4	2	2149	0
U4	2	2304	0
U4	2	2471	0
U4	2	2650	0
U4	2	2842	0
U4	2	3048	0
U4	2	3268	0
U4	2	3505	0
U4	2	3759	0
U4	2	4031	0
U4	2	4323	0
U4	2	4635	0
U4	2	4971	0
U4	2	5331	0
U4	2	5717	0
U4	2	6131	0
U4	2	6575	0
U4	2	7051	0
U4	2	7561	0
U4	2	8108	0
U4	2	8695	0
U4	2	9325	0
U4	2	1.00E+04	0
U4	3	0.3	0
U4	3	0.3217	0
U4	3	0.345	0
U4	3	0.37	0
U4	3	0.3968	0
U4	3	0.4255	0
U4	3	0.4563	0
U4	3	0.4893	0
U4	3	0.5248	0
U4	3	0.5627	0
U4	3	0.6035	0
U4	3	0.6472	0
U4	3	0.694	0
U4	3	0.7443	0
U4	3	0.7982	0
U4	3	0.8559	0
U4	3	0.9179	0
U4	3	0.9844	0
U4	3	1.056	0
U4	3	1.132	0
U4	3	1.214	0
U4	3	1.302	0
U4	3	1.396	0
U4	3	1.497	0
U4	3	1.606	0
U4	3	1.722	0
U4	3	1.846	0
U4	3	1.98	0
U4	3	2.124	0
U4	3	2.277	0
U4	3	2.442	0
U4	3	2.619	0
U4	3	2.809	0
U4	3	3.012	0
U4	3	3.23	0
U4	3	3.464	0
U4	3	3.714	0
U4	3	3.983	0
U4	3	4.272	0
U4	3	4.581	0
U4	3	4.913	0
U4	3	5.268	0
U4	3	5.65	0
U4	3	6.059	0
U4	3	6.497	0
U4	3	6.968	0
U4	3	7.472	0
U4	3	8.013	0
U4	3	8.593	0
U4	3	9.215	0
U4	3	9.882	0
U4	3	10.6	0
U4	3	11.37	0
U4	3	12.19	0
U4	3	13.07	0
U4	3	14.02	0
U4	3	15.03	0
U4	3	16.12	0
U4	3	17.29	0
U4	3	18.54	0
U4	3	19.88	0
U4	3	21.32	0
U4	3	22.86	0
U4	3	24.52	0
U4	3	26.29	0
U4	3	28.2	0
U4	3	30.24	0
U4	3	32.43	0
U4	3	34.77	0
U4	3	37.29	0
U4	3	39.99	0
U4	3	42.89	0
U4	3	45.99	0
U4	3	49.32	0
U4	3	52.89	0
U4	3	56.72	0
U4	3	60.83	0
U4	3	65.23	0
U4	3	69.95	0
U4	3	75.02	0
U4	3	80.45	0
U4	3	86.27	0
U4	3	92.52	0
U4	3	99.21	0
U4	3	106.4	0.4798
U4	3	114.1	2.339
U4	3	122.4	5.503
U4	3	131.2	8.772
U4	3	140.7	11.11
U4	3	150.9	12.17
U4	3	161.8	12.11
U4	3	173.5	11.29
U4	3	186.1	10.06
U4	3	199.6	8.512
U4	3	214	6.574
U4	3	229.5	4.508
U4	3	246.1	2.74E+00
U4	3	264	1.45
U4	3	283.1	0.6353
U4	3	303.6	0.198
U4	3	325.5	0.03148
U4	3	349.1	0.02066
U4	3	374.4	0.1032
U4	3	401.5	0.2323
U4	3	430.6	0.3243
U4	3	461.7	0.3275
U4	3	495.2	0.2591
U4	3	531	0.1626
U4	3	569.4	0.07427
U4	3	610.7	0.01947
U4	3	654.9	0.001573
U4	3	702.3	0
U4	3	753.1	0.00E+00
U4	3	807.7	0.00E+00
U4	3	866.1	0.00E+00
U4	3	928.8	0.00E+00
U4	3	996.1	0
U4	3	1068	0
U4	3	1146	0
U4	3	1228	0
U4	3	1317	0
U4	3	1413	0
U4	3	1515	0
U4	3	1625	0
U4	3	1742	0
U4	3	1868	0
U4	3	2004	0
U4	3	2149	0
U4	3	2304	0
U4	3	2471	0
U4	3	2650	0
U4	3	2842	0
U4	3	3048	0
U4	3	3268	0
U4	3	3505	0
U4	3	3759	0
U4	3	4031	0
U4	3	4323	0
U4	3	4635	0
U4	3	4971	0
U4	3	5331	0
U4	3	5717	0
U4	3	6131	0
U4	3	6575	0
U4	3	7051	0
U4	3	7561	0
U4	3	8108	0
U4	3	8695	0
U4	3	9325	0
U4	3	1.00E+04	0
S4	1	0.3	0
S4	1	0.3217	0
S4	1	0.345	0
S4	1	0.37	0
S4	1	 	0
S4	1	0.4255	0
S4	1	0.4563	0
S4	1	0.4893	0
S4	1	0.5248	0
S4	1	0.5627	0
S4	1	0.6035	0
S4	1	0.6472	0
S4	1	0.694	0
S4	1	0.7443	0
S4	1	0.7982	0
S4	1	0.8559	0
S4	1	0.9179	0
S4	1	0.9844	0
S4	1	1.056	0
S4	1	1.132	0
S4	1	1.214	0
S4	1	1.302	0
S4	1	1.396	0
S4	1	1.497	0
S4	1	1.606	0
S4	1	1.722	0
S4	1	1.846	0
S4	1	1.98	0
S4	1	2.124	0
S4	1	2.277	0
S4	1	2.442	0
S4	1	2.619	0
S4	1	2.809	0
S4	1	3.012	0
S4	1	3.23	0
S4	1	3.464	0
S4	1	3.714	0
S4	1	3.983	0
S4	1	4.272	0
S4	1	4.581	0
S4	1	4.913	0
S4	1	5.268	0
S4	1	5.65	0
S4	1	6.059	0
S4	1	6.497	0
S4	1	6.968	0
S4	1	7.472	0
S4	1	8.013	0
S4	1	8.593	0
S4	1	9.215	0
S4	1	9.882	0
S4	1	10.6	0
S4	1	11.37	0
S4	1	12.19	0
S4	1	13.07	0
S4	1	14.02	0
S4	1	15.03	0
S4	1	16.12	0
S4	1	17.29	0
S4	1	18.54	0
S4	1	19.88	0
S4	1	21.32	0
S4	1	22.86	0
S4	1	24.52	0
S4	1	26.29	0
S4	1	28.2	0
