Patient	Replicate	Size	Number
U1	1	0.3	0
U1	1	0.3217	0
U1	1	0.345	0
U1	1	0.37	0
U1	1	0.3968	0
U1	1	0.4255	0
U1	1	0.4563	0
U1	1	0.4893	0
U1	1	0.5248	0
U1	1	0.5627	0
U1	1	0.6035	0
U1	1	0.6472	0
U1	1	0.694	0
U1	1	0.7443	0
U1	1	0.7982	0
U1	1	0.8559	0
U1	1	0.9179	0
U1	1	0.9844	0
U1	1	1.056	0
U1	1	1.132	0
U1	1	1.214	0
U1	1	1.302	0
U1	1	1.396	0
U1	1	1.497	0
U1	1	1.606	0
U1	1	1.722	0
U1	1	1.846	0
U1	1	1.98	0
U1	1	2.124	0
U1	1	2.277	0
U1	1	2.442	0
U1	1	2.619	0
U1	1	2.809	0
U1	1	3.012	0
U1	1	3.23	0
U1	1	3.464	0
U1	1	3.714	0
U1	1	3.983	0
U1	1	4.272	0
U1	1	4.581	0
U1	1	4.913	0
U1	1	5.268	0
U1	1	5.65	0
U1	1	6.059	0
U1	1	6.497	0
U1	1	6.968	0
U1	1	7.472	0
U1	1	8.013	0
U1	1	8.593	0
U1	1	9.215	0
U1	1	9.882	0
U1	1	10.6	0
U1	1	11.37	0
U1	1	12.19	0
U1	1	13.07	0
U1	1	14.02	0
U1	1	15.03	0
U1	1	16.12	0
U1	1	17.29	0
U1	1	18.54	0
U1	1	19.88	0
U1	1	21.32	0
U1	1	22.86	0
U1	1	24.52	0
U1	1	26.29	0
U1	1	28.2	0
U1	1	30.24	0
U1	1	32.43	0.455
U1	1	34.77	3.242
U1	1	37.29	9.106
U1	1	39.99	14.92
U1	1	42.89	17.51
U1	1	45.99	16.61
U1	1	49.32	13.52
U1	1	52.89	9.722
U1	1	56.72	6.246
U1	1	60.83	3.572
U1	1	65.23	1.783
U1	1	69.95	0.7379
U1	1	75.02	0.2248
U1	1	80.45	0.03895
U1	1	86.27	0.02622
U1	1	92.52	0.08797
U1	1	99.21	0.1653
U1	1	106.4	0.2264
U1	1	114.1	0.2599
U1	1	122.4	0.2667
U1	1	131.2	0.2531
U1	1	140.7	0.2268
U1	1	150.9	0.1945
U1	1	161.8	0.1612
U1	1	173.5	0.1303
U1	1	186.1	0.1033
U1	1	199.6	0.07911
U1	1	214	0.0558
U1	1	229.5	0.03484
U1	1	246.1	0.01894
U1	1	264	8.62E-03
U1	1	283.1	0.002933
U1	1	303.6	5.37E-04
U1	1	325.5	5.29E-06
U1	1	349.1	9.01E-06
U1	1	374.4	0.0003625
U1	1	401.5	0.001303
U1	1	430.6	0.00216
U1	1	461.7	0.002221
U1	1	495.2	0.001578
U1	1	531	0.000729
U1	1	569.4	1.62E-04
U1	1	610.7	0.00E+00
U1	1	654.9	0.00E+00
U1	1	702.3	0
U1	1	753.1	0
U1	1	807.7	0
U1	1	866.1	0
U1	1	928.8	0
U1	1	996.1	0
U1	1	1068	0
U1	1	1146	0
U1	1	1228	0
U1	1	1317	0
U1	1	1413	0
U1	1	1515	0
U1	1	1625	0
U1	1	1742	0
U1	1	1868	0
U1	1	2004	0
U1	1	2149	0
U1	1	2304	0
U1	1	2471	0
U1	1	2650	0
U1	1	2842	0
U1	1	3048	0
U1	1	3268	0
U1	1	3505	0
U1	1	3759	0
U1	1	4031	0
U1	1	4323	0
U1	1	4635	0
U1	1	4971	0
U1	1	5331	0
U1	1	5717	0
U1	1	6131	0
U1	1	6575	0
U1	1	7051	0
U1	1	7561	0
U1	1	8108	0
U1	1	8695	0
U1	1	9325	0
U1	1	1.00E+04	0
U1	2	0.3	0
U1	2	0.3217	0
U1	2	0.345	0
U1	2	0.37	0
U1	2	0.3968	0
U1	2	0.4255	0
U1	2	0.4563	0
U1	2	0.4893	0
U1	2	0.5248	0
U1	2	0.5627	0
U1	2	0.6035	0
U1	2	0.6472	0
U1	2	0.694	0
U1	2	0.7443	0
U1	2	0.7982	0
U1	2	0.8559	0
U1	2	0.9179	0
U1	2	0.9844	0
U1	2	1.056	0
U1	2	1.132	0
U1	2	1.214	0
U1	2	1.302	0
U1	2	1.396	0
U1	2	1.497	0
U1	2	1.606	0
U1	2	1.722	0
U1	2	1.846	0
U1	2	1.98	0
U1	2	2.124	0
U1	2	2.277	0
U1	2	2.442	0
U1	2	2.619	0
U1	2	2.809	0
U1	2	3.012	0
U1	2	3.23	0
U1	2	3.464	0
U1	2	3.714	0
U1	2	3.983	0
U1	2	4.272	0
U1	2	4.581	0
U1	2	4.913	0
U1	2	5.268	0
U1	2	5.65	0
U1	2	6.059	0
U1	2	6.497	0
U1	2	6.968	0
U1	2	7.472	0
U1	2	8.013	0
U1	2	8.593	0
U1	2	9.215	0
U1	2	9.882	0
U1	2	10.6	0
U1	2	11.37	0
U1	2	12.19	0
U1	2	13.07	0
U1	2	14.02	0
U1	2	15.03	0
U1	2	16.12	0
U1	2	17.29	0
U1	2	18.54	0
U1	2	19.88	0
U1	2	21.32	0
U1	2	22.86	0
U1	2	24.52	0
U1	2	26.29	0
U1	2	28.2	0
U1	2	30.24	0
U1	2	32.43	0
U1	2	34.77	0
U1	2	37.29	0
U1	2	39.99	0
U1	2	42.89	0
U1	2	45.99	0
U1	2	49.32	0
U1	2	52.89	0
U1	2	56.72	0
U1	2	60.83	0
U1	2	65.23	0
U1	2	69.95	0
U1	2	75.02	0
U1	2	80.45	0
U1	2	86.27	0
U1	2	92.52	0.3875
U1	2	99.21	3.447
U1	2	106.4	10.45
U1	2	114.1	17.52
U1	2	122.4	20.37
U1	2	131.2	18.6
U1	2	140.7	14.02
U1	2	150.9	8.789
U1	2	161.8	4.413
U1	2	173.5	1.585
U1	2	186.1	0.3037
U1	2	199.6	0.005852
U1	2	214	0
U1	2	229.5	0
U1	2	246.1	0
U1	2	264	0
U1	2	283.1	0
U1	2	303.6	0
U1	2	325.5	0
U1	2	349.1	0
U1	2	374.4	0
U1	2	401.5	0
U1	2	430.6	0.01201
U1	2	461.7	0.03867
U1	2	495.2	0.0413
U1	2	531	0.01464
U1	2	569.4	0
U1	2	610.7	0
U1	2	654.9	0
U1	2	702.3	0
U1	2	753.1	0.00E+00
U1	2	807.7	0.00E+00
U1	2	866.1	0.00E+00
U1	2	928.8	0.00E+00
U1	2	996.1	0
U1	2	1068	0
U1	2	1146	0
U1	2	1228	0
U1	2	1317	0
U1	2	1413	0
U1	2	1515	0
U1	2	1625	0
U1	2	1742	0
U1	2	1868	0
U1	2	2004	0
U1	2	2149	0
U1	2	2304	0
U1	2	2471	0
U1	2	2650	0
U1	2	2842	0
U1	2	3048	0
U1	2	3268	0
U1	2	3505	0
U1	2	3759	0
U1	2	4031	0
U1	2	4323	0
U1	2	4635	0
U1	2	4971	0
U1	2	5331	0
U1	2	5717	0
U1	2	6131	0
U1	2	6575	0
U1	2	7051	0
U1	2	7561	0
U1	2	8108	0
U1	2	8695	0
U1	2	9325	0
U1	2	1.00E+04	0
U1	3	0.3	0
U1	3	0.3217	0
U1	3	0.345	0
U1	3	0.37	0
U1	3	0.3968	0
U1	3	0.4255	0
U1	3	0.4563	0
U1	3	0.4893	0
U1	3	0.5248	0
U1	3	0.5627	0
U1	3	0.6035	0
U1	3	0.6472	0
U1	3	0.694	0
U1	3	0.7443	0
U1	3	0.7982	0
U1	3	0.8559	0
U1	3	0.9179	0
U1	3	0.9844	0
U1	3	1.056	0
U1	3	1.132	0
U1	3	1.214	0
U1	3	1.302	0
U1	3	1.396	0
U1	3	1.497	0
U1	3	1.606	0
U1	3	1.722	0
U1	3	1.846	0
U1	3	1.98	0
U1	3	2.124	0
U1	3	2.277	0
U1	3	2.442	0
U1	3	2.619	0
U1	3	2.809	0
U1	3	3.012	0
U1	3	3.23	0
U1	3	3.464	0
U1	3	3.714	0
U1	3	3.983	0
U1	3	4.272	0
U1	3	4.581	0
U1	3	4.913	0
U1	3	5.268	0
U1	3	5.65	0
U1	3	6.059	0
U1	3	6.497	0
U1	3	6.968	0
U1	3	7.472	0
U1	3	8.013	0
U1	3	8.593	0
U1	3	9.215	0
U1	3	9.882	0
U1	3	10.6	0
U1	3	11.37	0
U1	3	12.19	0
U1	3	13.07	0
U1	3	14.02	0
U1	3	15.03	0
U1	3	16.12	0
U1	3	17.29	0
U1	3	18.54	0
U1	3	19.88	0
U1	3	21.32	0
U1	3	22.86	0
U1	3	24.52	0
U1	3	26.29	0
U1	3	28.2	0
U1	3	30.24	1.397
U1	3	32.43	6.037
U1	3	34.77	12.25
U1	3	37.29	16.45
U1	3	39.99	17.19
U1	3	42.89	15.15
U1	3	45.99	11.74
U1	3	49.32	8.163
U1	3	52.89	5.135
U1	3	56.72	2.918
U1	3	60.83	1.48
U1	3	65.23	0.6516
U1	3	69.95	0.2357
U1	3	75.02	0.06218
U1	3	80.45	0.008795
U1	3	86.27	0.006691
U1	3	92.52	0.03003
U1	3	99.21	0.06574
U1	3	106.4	0.0998
U1	3	114.1	0.123
U1	3	122.4	0.1326
U1	3	131.2	0.1302
U1	3	140.7	0.1194
U1	3	150.9	0.1039
U1	3	161.8	0.0867
U1	3	173.5	0.07001
U1	3	186.1	0.05505
U1	3	199.6	0.04148
U1	3	214	0.02849
U1	3	229.5	0.01708
U1	3	246.1	0.008719
U1	3	264	0.003601
U1	3	283.1	0.001062
U1	3	303.6	0.0001597
U1	3	325.5	0
U1	3	349.1	6.70E-05
U1	3	374.4	0.000434
U1	3	401.5	0.001114
U1	3	430.6	0.001623
U1	3	461.7	0.001605
U1	3	495.2	0.001181
U1	3	531	0.0006464
U1	3	569.4	0.0002349
U1	3	610.7	4.11E-05
U1	3	654.9	0
U1	3	702.3	0
U1	3	753.1	0
U1	3	807.7	0
U1	3	866.1	0
U1	3	928.8	0
U1	3	996.1	0
U1	3	1068	0
U1	3	1146	0
U1	3	1228	0
U1	3	1317	0
U1	3	1413	0
U1	3	1515	0
U1	3	1625	0
U1	3	1742	0
U1	3	1868	0
U1	3	2004	0
U1	3	2149	0
U1	3	2304	0
U1	3	2471	0
U1	3	2650	0
U1	3	2842	0
U1	3	3048	0
U1	3	3268	0
U1	3	3505	0
U1	3	3759	0
U1	3	4031	0
U1	3	4323	0
U1	3	4635	0
U1	3	4971	0
U1	3	5331	0
U1	3	5717	0
U1	3	6131	0
U1	3	6575	0
U1	3	7051	0
U1	3	7561	0
U1	3	8108	0
U1	3	8695	0
U1	3	9325	0
U1	3	1.00E+04	0
S1	1	0.3	0
S1	1	0.3217	0
S1	1	0.345	0
S1	1	0.37	0
S1	1	0.3968	0
S1	1	0.4255	0
S1	1	0.4563	0
S1	1	0.4893	0
S1	1	0.5248	0
S1	1	0.5627	0
S1	1	0.6035	0
S1	1	0.6472	0
S1	1	0.694	0
S1	1	0.7443	0
S1	1	0.7982	0
S1	1	0.8559	0
S1	1	0.9179	0
S1	1	0.9844	0
S1	1	1.056	0
S1	1	1.132	0
S1	1	1.214	0
S1	1	1.302	0
S1	1	1.396	0
S1	1	1.497	0
S1	1	1.606	0
S1	1	1.722	0
S1	1	1.846	0
S1	1	1.98	0
S1	1	2.124	0
S1	1	2.277	0
S1	1	2.442	0
S1	1	2.619	0
S1	1	2.809	0
S1	1	3.012	0
S1	1	3.23	0
S1	1	3.464	0
S1	1	3.714	0
S1	1	3.983	0
S1	1	4.272	0
S1	1	4.581	0
S1	1	4.913	0
S1	1	5.268	0
S1	1	5.65	0
S1	1	6.059	0
S1	1	6.497	0
S1	1	6.968	0
S1	1	7.472	0
S1	1	8.013	0
S1	1	8.593	0
S1	1	9.215	0
S1	1	9.882	0
S1	1	10.6	0
S1	1	11.37	0
S1	1	12.19	0
S1	1	13.07	0
S1	1	14.02	0
S1	1	15.03	0
S1	1	16.12	0
S1	1	17.29	0
S1	1	18.54	0
S1	1	19.88	0
S1	1	21.32	0
S1	1	22.86	0
S1	1	24.52	0
S1	1	26.29	0
S1	1	28.2	0
S1	1	30.24	0
S1	1	32.43	0
S1	1	34.77	0
S1	1	37.29	0
S1	1	39.99	0
S1	1	42.89	0
S1	1	45.99	0
S1	1	49.32	0
S1	1	52.89	0
S1	1	56.72	0
S1	1	60.83	0
S1	1	65.23	0
S1	1	69.95	0
S1	1	75.02	0
S1	1	80.45	0
S1	1	86.27	0
S1	1	92.52	0
S1	1	99.21	0.09518
S1	1	106.4	1.421
S1	1	114.1	5.207
S1	1	122.4	10.21
S1	1	131.2	14.06
S1	1	140.7	15.62
S1	1	150.9	14.94
S1	1	161.8	12.69
S1	1	173.5	9.662
S1	1	186.1	6.538
S1	1	199.6	3.755
S1	1	214	1.629
S1	1	229.5	0.4358
S1	1	246.1	0.04927
S1	1	264	0
S1	1	283.1	0
S1	1	303.6	0
S1	1	325.5	0
S1	1	349.1	0
S1	1	374.4	0
S1	1	401.5	0.1562
S1	1	430.6	0.5976
S1	1	461.7	0.979
S1	1	495.2	0.9064
S1	1	531	0.4855
S1	1	569.4	0.1166
S1	1	610.7	0
S1	1	654.9	0
S1	1	702.3	0.01591
S1	1	753.1	0.06427
S1	1	807.7	0.1118
S1	1	866.1	0.1174
S1	1	928.8	0.08686
S1	1	996.1	0.04284
S1	1	1068	0.00993
S1	1	1146	0
S1	1	1228	0
S1	1	1317	0
S1	1	1413	0
S1	1	1515	0
S1	1	1625	0
S1	1	1742	0
S1	1	1868	0
S1	1	2004	0
S1	1	2149	0
S1	1	2304	0
S1	1	2471	0
S1	1	2650	0.0001542
S1	1	2842	0.0004331
S1	1	3048	0.0004303
S1	1	3268	0.000178
S1	1	3505	2.66E-05
S1	1	3759	0
S1	1	4031	0
S1	1	4323	0
S1	1	4635	0
S1	1	4971	0
S1	1	5331	0
S1	1	5717	0
S1	1	6131	0
S1	1	6575	0
S1	1	7051	0
S1	1	7561	0
S1	1	8108	0
S1	1	8695	0
S1	1	9325	0
S1	1	1.00E+04	0
S1	2	0.3	0
S1	2	0.3217	0
S1	2	0.345	0
S1	2	0.37	0
S1	2	0.3968	0
S1	2	0.4255	0
S1	2	0.4563	0
S1	2	0.4893	0
S1	2	0.5248	0
S1	2	0.5627	0
S1	2	0.6035	0
S1	2	0.6472	0
S1	2	0.694	0
S1	2	0.7443	0
S1	2	0.7982	0
S1	2	0.8559	0
S1	2	0.9179	0
S1	2	0.9844	0
S1	2	1.056	0
S1	2	1.132	0
S1	2	1.214	0
S1	2	1.302	0
S1	2	1.396	0
S1	2	1.497	0
S1	2	1.606	0
S1	2	1.722	0
S1	2	1.846	0
S1	2	1.98	0
S1	2	2.124	0
S1	2	2.277	0
S1	2	2.442	0
S1	2	2.619	0
S1	2	2.809	0
S1	2	3.012	0
S1	2	3.23	0
S1	2	3.464	0
S1	2	3.714	0
S1	2	3.983	0
S1	2	4.272	0
S1	2	4.581	0
S1	2	4.913	0
S1	2	5.268	0
S1	2	5.65	0
S1	2	6.059	0
S1	2	6.497	0
S1	2	6.968	0
S1	2	7.472	0
S1	2	8.013	0
S1	2	8.593	0
S1	2	9.215	0
S1	2	9.882	0
S1	2	10.6	0
S1	2	11.37	0
S1	2	12.19	0
S1	2	13.07	0
S1	2	14.02	0
S1	2	15.03	0
S1	2	16.12	0
S1	2	17.29	0
S1	2	18.54	0
S1	2	19.88	0
S1	2	21.32	0
S1	2	22.86	0
S1	2	24.52	0
S1	2	26.29	0
S1	2	28.2	0
S1	2	30.24	0
S1	2	32.43	0
S1	2	34.77	0
S1	2	37.29	0
S1	2	39.99	0
S1	2	42.89	0
S1	2	45.99	0
S1	2	49.32	0
S1	2	52.89	0
S1	2	56.72	0
S1	2	60.83	0
S1	2	65.23	0
S1	2	69.95	0
S1	2	75.02	0
S1	2	80.45	0
S1	2	86.27	0.2495
S1	2	92.52	2.062
S1	2	99.21	6.392
S1	2	106.4	11.52
S1	2	114.1	14.95
S1	2	122.4	15.8
S1	2	131.2	14.42
S1	2	140.7	11.7
S1	2	150.9	8.529
S1	2	161.8	5.56
S1	2	173.5	3.165
S1	2	186.1	1.486
S1	2	199.6	0.5037
S1	2	214	0.08868
S1	2	229.5	0
S1	2	246.1	0
S1	2	264	0
S1	2	283.1	0
S1	2	303.6	0
S1	2	325.5	0
S1	2	349.1	0
S1	2	374.4	0.063
S1	2	401.5	0.3116
S1	2	430.6	0.6752
S1	2	461.7	0.8734
S1	2	495.2	0.7794
S1	2	531	0.5071
S1	2	569.4	0.2245
S1	2	610.7	0.05237
S1	2	654.9	0.002356
S1	2	702.3	0
S1	2	753.1	0
S1	2	807.7	0
S1	2	866.1	0
S1	2	928.8	0.006158
S1	2	996.1	0.02536
S1	2	1068	0.03225
S1	2	1146	0.01304
S1	2	1228	0
S1	2	1317	0
S1	2	1413	0
S1	2	1515	0
S1	2	1625	0
S1	2	1742	0
S1	2	1868	0
S1	2	2004	0
S1	2	2149	0
S1	2	2304	0
S1	2	2471	0
S1	2	2650	0
S1	2	2842	0
S1	2	3048	0
S1	2	3268	0
S1	2	3505	0
S1	2	3759	0
S1	2	4031	0
S1	2	4323	0
S1	2	4635	0
S1	2	4971	0
S1	2	5331	0
S1	2	5717	0
S1	2	6131	0
S1	2	6575	0
S1	2	7051	0
S1	2	7561	0
S1	2	8108	0
S1	2	8695	0
S1	2	9325	0
S1	2	1.00E+04	0
S1	3	0.3	0
S1	3	0.3217	0
S1	3	0.345	0
S1	3	0.37	0
S1	3	0.3968	0
S1	3	0.4255	0
S1	3	0.4563	0
S1	3	0.4893	0
S1	3	0.5248	0
S1	3	0.5627	0
S1	3	0.6035	0
S1	3	0.6472	0
S1	3	0.694	0
S1	3	0.7443	0
S1	3	0.7982	0
S1	3	0.8559	0
S1	3	0.9179	0
S1	3	0.9844	0
S1	3	1.056	0
S1	3	1.132	0
S1	3	1.214	0
S1	3	1.302	0
S1	3	1.396	0
S1	3	1.497	0
S1	3	1.606	0
S1	3	1.722	0
S1	3	1.846	0
S1	3	1.98	0
S1	3	2.124	0
S1	3	2.277	0
S1	3	2.442	0
S1	3	2.619	0
S1	3	2.809	0
S1	3	3.012	0
S1	3	3.23	0
S1	3	3.464	0
S1	3	3.714	0
S1	3	3.983	0
S1	3	4.272	0
S1	3	4.581	0
S1	3	4.913	0
S1	3	5.268	0
S1	3	5.65	0
S1	3	6.059	0
S1	3	6.497	0
S1	3	6.968	0
S1	3	7.472	0
S1	3	8.013	0
S1	3	8.593	0
S1	3	9.215	0
S1	3	9.882	0
S1	3	10.6	0
S1	3	11.37	0
S1	3	12.19	0
S1	3	13.07	0
S1	3	14.02	0
S1	3	15.03	0
S1	3	16.12	0
S1	3	17.29	0
S1	3	18.54	0
S1	3	19.88	0
S1	3	21.32	0
S1	3	22.86	0
S1	3	24.52	0
S1	3	26.29	0
S1	3	28.2	0
S1	3	30.24	0
S1	3	32.43	0
S1	3	34.77	0
S1	3	37.29	0
S1	3	39.99	0
S1	3	42.89	0
S1	3	45.99	0
S1	3	49.32	0
S1	3	52.89	0
S1	3	56.72	2.538
S1	3	60.83	10.12
S1	3	65.23	18.42
S1	3	69.95	21.59
S1	3	75.02	19.1
S1	3	80.45	13.64
S1	3	86.27	8.002
S1	3	92.52	3.78
S1	3	99.21	1.341
S1	3	106.4	0.3048
S1	3	114.1	0.03017
S1	3	122.4	0
S1	3	131.2	0
S1	3	140.7	0
S1	3	150.9	0
S1	3	161.8	0.003844
S1	3	173.5	0.02649
S1	3	186.1	0.07746
S1	3	199.6	0.1332
S1	3	214	0.1554
S1	3	229.5	0.131
S1	3	246.1	0.07912
S1	3	264	0.03106
S1	3	283.1	5.91E-03
S1	3	303.6	0
S1	3	325.5	0
S1	3	349.1	0
S1	3	374.4	0.0005503
S1	3	401.5	0.02763
S1	3	430.6	0.09682
S1	3	461.7	0.1496
S1	3	495.2	0.1334
S1	3	531	0.07047
S1	3	569.4	0.0169
S1	3	610.7	0
S1	3	654.9	0.00E+00
S1	3	702.3	0.00E+00
S1	3	753.1	0.00E+00
S1	3	807.7	0.00E+00
S1	3	866.1	0.00E+00
S1	3	928.8	0.00E+00
S1	3	996.1	0
S1	3	1068	0
S1	3	1146	0
S1	3	1228	0
S1	3	1317	0
S1	3	1413	0
S1	3	1515	0
S1	3	1625	0
S1	3	1742	0
S1	3	1868	0
S1	3	2004	0
S1	3	2149	0
S1	3	2304	0
S1	3	2471	0
S1	3	2650	0
S1	3	2842	0
S1	3	3048	0
S1	3	3268	0
S1	3	3505	0
S1	3	3759	0
S1	3	4031	0
S1	3	4323	0
S1	3	4635	0
S1	3	4971	0
S1	3	5331	0
S1	3	5717	0
S1	3	6131	0
S1	3	6575	0
S1	3	7051	0
S1	3	7561	0
S1	3	8108	0
S1	3	8695	0
S1	3	9325	0
S1	3	1.00E+04	0
B1	1	0.3	0
B1	1	0.3217	0
B1	1	0.345	0
B1	1	0.37	0
B1	1	0.3968	0
B1	1	0.4255	0
B1	1	0.4563	0
B1	1	0.4893	0
B1	1	0.5248	0
B1	1	0.5627	0
B1	1	0.6035	0
B1	1	0.6472	0
B1	1	0.694	0
B1	1	0.7443	0
B1	1	0.7982	0
B1	1	0.8559	0
B1	1	0.9179	0
B1	1	0.9844	0
B1	1	1.056	0
B1	1	1.132	0
B1	1	1.214	0
B1	1	1.302	0
B1	1	1.396	0
B1	1	1.497	0
B1	1	1.606	0
B1	1	1.722	0
B1	1	1.846	0
B1	1	1.98	0
B1	1	2.124	0
B1	1	2.277	0
B1	1	2.442	0
B1	1	2.619	0
B1	1	2.809	0
B1	1	3.012	0
B1	1	3.23	0
B1	1	3.464	0
B1	1	3.714	0
B1	1	3.983	0
B1	1	4.272	0
B1	1	4.581	0
B1	1	4.913	0
B1	1	5.268	0
B1	1	5.65	0
B1	1	6.059	0
B1	1	6.497	0
B1	1	6.968	0
B1	1	7.472	0
B1	1	8.013	0
B1	1	8.593	0
B1	1	9.215	0
B1	1	9.882	0
B1	1	10.6	0
B1	1	11.37	0
B1	1	12.19	0
B1	1	13.07	0
B1	1	14.02	0
B1	1	15.03	0
B1	1	16.12	0
B1	1	17.29	1.128
B1	1	18.54	5.097
B1	1	19.88	10.88
B1	1	21.32	15.39
B1	1	22.86	16.91
B1	1	24.52	15.63
B1	1	26.29	12.69
B1	1	28.2	9.238
B1	1	30.24	6.086
B1	1	32.43	3.624
B1	1	34.77	1.929
B1	1	37.29	0.8938
B1	1	39.99	0.3417
B1	1	42.89	0.09577
B1	1	45.99	0.01441
B1	1	49.32	0
B1	1	52.89	0
B1	1	56.72	0
B1	1	60.83	0
B1	1	65.23	0
B1	1	69.95	0
B1	1	75.02	0
B1	1	80.45	0
B1	1	86.27	0
B1	1	92.52	0.0002869
B1	1	99.21	0.001331
B1	1	106.4	0.002995
B1	1	114.1	0.004616
B1	1	122.4	0.005705
B1	1	131.2	0.006125
B1	1	140.7	0.005971
B1	1	150.9	0.005433
B1	1	161.8	0.004697
B1	1	173.5	0.003912
B1	1	186.1	0.00317
B1	1	199.6	0.002471
B1	1	214	0.001768
B1	1	229.5	0.001122
B1	1	246.1	0.0006243
B1	1	264	0.0002966
B1	1	283.1	0.000111
B1	1	303.6	2.67E-05
B1	1	325.5	2.65E-06
B1	1	349.1	2.08E-05
B1	1	374.4	8.54E-05
B1	1	401.5	0.0001611
B1	1	430.6	0.000196
B1	1	461.7	0.0001781
B1	1	495.2	0.0001275
B1	1	531	7.07E-05
B1	1	569.4	2.70E-05
B1	1	610.7	5.11E-06
B1	1	654.9	0
B1	1	702.3	0
B1	1	753.1	0
B1	1	807.7	0.00E+00
B1	1	866.1	0.00E+00
B1	1	928.8	0.00E+00
B1	1	996.1	0
B1	1	1068	0
B1	1	1146	0
B1	1	1228	0
B1	1	1317	0
B1	1	1413	0
B1	1	1515	0
B1	1	1625	0
B1	1	1742	0
B1	1	1868	0
B1	1	2004	0
B1	1	2149	0
B1	1	2304	0
B1	1	2471	0
B1	1	2650	0
B1	1	2842	0
B1	1	3048	0
B1	1	3268	0
B1	1	3505	0
B1	1	3759	0
B1	1	4031	0
B1	1	4323	0
B1	1	4635	0
B1	1	4971	0
B1	1	5331	0
B1	1	5717	0
B1	1	6131	0
B1	1	6575	0
B1	1	7051	0
B1	1	7561	0
B1	1	8108	0
B1	1	8695	0
B1	1	9325	0
B1	1	1.00E+04	0
B1	2	0.3	0
B1	2	0.3217	0
B1	2	0.345	0
B1	2	0.37	0
B1	2	0.3968	0
B1	2	0.4255	0
B1	2	0.4563	0
B1	2	0.4893	0
B1	2	0.5248	0
B1	2	0.5627	0
B1	2	0.6035	0
B1	2	0.6472	0
B1	2	0.694	0
B1	2	0.7443	0
B1	2	0.7982	0
B1	2	0.8559	0
B1	2	0.9179	0
B1	2	0.9844	0
B1	2	1.056	0
B1	2	1.132	0
B1	2	1.214	0
B1	2	1.302	0
B1	2	1.396	0
B1	2	1.497	0
B1	2	1.606	0
B1	2	1.722	0
B1	2	1.846	0
B1	2	1.98	0
B1	2	2.124	0
B1	2	2.277	0
B1	2	2.442	0
B1	2	2.619	0
B1	2	2.809	0
B1	2	3.012	0
B1	2	3.23	0
B1	2	3.464	0
B1	2	3.714	0
B1	2	3.983	0
B1	2	4.272	0
B1	2	4.581	0
B1	2	4.913	0
B1	2	5.268	0
B1	2	5.65	0
B1	2	6.059	0
B1	2	6.497	0
B1	2	6.968	0
B1	2	7.472	0
B1	2	8.013	0
B1	2	8.593	0
B1	2	9.215	0
B1	2	9.882	0
B1	2	10.6	0
B1	2	11.37	0
B1	2	12.19	0
B1	2	13.07	0
B1	2	14.02	0
B1	2	15.03	0
B1	2	16.12	0
B1	2	17.29	0
B1	2	18.54	0
B1	2	19.88	0
B1	2	21.32	0
B1	2	22.86	0
B1	2	24.52	0
B1	2	26.29	0
B1	2	28.2	1.881
B1	2	30.24	7.572
B1	2	32.43	14.24
B1	2	34.77	17.87
B1	2	37.29	17.67
B1	2	39.99	14.81
B1	2	42.89	10.88
B1	2	45.99	7.11
B1	2	49.32	4.13
B1	2	52.89	2.105
B1	2	56.72	0.9121
B1	2	60.83	0.3149
B1	2	65.23	0.07588
B1	2	69.95	0.009296
B1	2	75.02	0
B1	2	80.45	0
B1	2	86.27	0
B1	2	92.52	0
B1	2	99.21	0.001463
B1	2	106.4	0.007927
B1	2	114.1	0.02033
B1	2	122.4	0.03442
B1	2	131.2	0.04529
B1	2	140.7	0.0508
B1	2	150.9	0.05111
B1	2	161.8	0.04756
B1	2	173.5	0.04174
B1	2	186.1	0.03502
B1	2	199.6	0.02774
B1	2	214	0.0198
B1	2	229.5	0.01222
B1	2	246.1	0.006363
B1	2	264	0.00265
B1	2	283.1	0.0007752
B1	2	303.6	0.0001136
B1	2	325.5	0
B1	2	349.1	1.73E-05
B1	2	374.4	0.0002912
B1	2	401.5	0.000979
B1	2	430.6	0.001628
B1	2	461.7	0.001764
B1	2	495.2	0.001423
B1	2	531	0.0008747
B1	2	569.4	0.0003709
B1	2	610.7	7.80E-05
B1	2	654.9	0
B1	2	702.3	0
B1	2	753.1	0
B1	2	807.7	0
B1	2	866.1	0
B1	2	928.8	0
B1	2	996.1	0
B1	2	1068	0
B1	2	1146	0
B1	2	1228	0
B1	2	1317	0
B1	2	1413	0
B1	2	1515	0
B1	2	1625	0
B1	2	1742	0
B1	2	1868	0
B1	2	2004	0
B1	2	2149	0
B1	2	2304	0
B1	2	2471	0
B1	2	2650	0
B1	2	2842	0
B1	2	3048	0
B1	2	3268	0
B1	2	3505	0
B1	2	3759	0
B1	2	4031	0
B1	2	4323	0
B1	2	4635	0
B1	2	4971	0
B1	2	5331	0
B1	2	5717	0
B1	2	6131	0
B1	2	6575	0
B1	2	7051	0
B1	2	7561	0
B1	2	8108	0
B1	2	8695	0
B1	2	9325	0
B1	2	1.00E+04	0
B1	3	0.3	0
B1	3	0.3217	0
B1	3	0.345	0
B1	3	0.37	0
B1	3	0.3968	0
B1	3	0.4255	0
B1	3	0.4563	0
B1	3	0.4893	0
